facet,facet_id,topic_id,topic,image1_1,image1_2,image1_3,image2_1,image2_2,image2_3,image3_1,image3_2,image3_3,query
"Compare Bushnell, Callaway and Garmin golf gps systems.",F0462,210,golf gps,210_Q02125_332_1.jpg,210_Q02125_332_2.jpg,210_Q02125_332_3.jpg,210_Q01161_2942_1.jpg,210_Q01161_2942_2.jpg,210_Q01161_2942_3.jpg,210_Q05201_1259_1.jpg,210_Q05201_1259_2.jpg,210_Q05201_1259_3.jpg,Compare different GPS systems for golf.
Find biographical information about former Secretary of State Condoleeza Rice.,F1055,96,rice,96_Q00984_3825_1.jpg,96_Q00984_3825_2.jpg,96_Q00984_3825_3.jpg,96_Q02325_812_1.jpg,96_Q02325_812_2.jpg,96_Q02325_812_3.jpg,96_Q01001_2842_1.jpg,96_Q01001_2842_2.jpg,96_Q01001_2842_3.jpg,Gathering details about Condoleezza Rice's career and notable achievements.
What is the relationship between Wilson's disease and zinc?,F0667,273,wilson's disease,273_Q02253_1386_1.jpg,273_Q02253_1386_2.jpg,273_Q02253_1386_3.jpg,273_Q02449_3116_1.jpg,273_Q02449_3116_2.jpg,273_Q02449_3116_3.jpg,273_Q03507_2471_1.jpg,273_Q03507_2471_2.jpg,273_Q03507_2471_3.jpg,Understanding the involvement of zinc in Wilson's disease.
What campuses are part of the University of North Carolina?,F0360,186,unc,186_Q02185_1656_1.jpg,186_Q02185_1656_2.jpg,186_Q02185_1656_3.jpg,186_Q02857_467_1.jpg,186_Q02857_467_2.jpg,186_Q02857_467_3.jpg,186_Q03750_3143_1.jpg,186_Q03750_3143_2.jpg,186_Q03750_3143_3.jpg,Learn about the campuses that are part of the University of North Carolina.
Find directions to the Ritz Carlton Lake Las Vegas.,F0012,101,ritz carlton lake las vegas,101_Q04390_448_1.jpg,101_Q04390_448_2.jpg,101_Q04390_448_3.jpg,101_Q01397_1043_1.jpg,101_Q01397_1043_2.jpg,101_Q01397_1043_3.jpg,101_Q01457_425_1.jpg,101_Q01457_425_2.jpg,101_Q01457_425_3.jpg,Find directions to the Ritz Carlton Lake Las Vegas.
Find information on the Kentucky Derby Museum.,F0379,191,churchill downs,191_Q00826_1830_1.jpg,191_Q00826_1830_2.jpg,191_Q00826_1830_3.jpg,191_Q04593_651_1.jpg,191_Q04593_651_2.jpg,191_Q04593_651_3.jpg,191_Q04594_652_1.jpg,191_Q04594_652_2.jpg,191_Q04594_652_3.jpg,See information about the Kentucky Derby museum.
How do you get a ham radio license?,F0540,235,ham radio,235_Q03287_1675_1.jpg,235_Q03287_1675_2.jpg,235_Q03287_1675_3.jpg,235_Q04753_811_1.jpg,235_Q04753_811_2.jpg,235_Q04753_811_3.jpg,235_Q04751_809_1.jpg,235_Q04751_809_2.jpg,235_Q04751_809_3.jpg,Understanding the requirements and process for obtaining a ham radio license.
Find information about iron deficiencies.,F0883,55,iron,55_Q05361_1419_1.jpg,55_Q05361_1419_2.jpg,55_Q05361_1419_3.jpg,55_Q03128_2894_1.jpg,55_Q03128_2894_2.jpg,55_Q03128_2894_3.jpg,55_Q00637_1661_1.jpg,55_Q00637_1661_2.jpg,55_Q00637_1661_3.jpg,Find a list of foods that are a good source of iron and information about iron deficiencies.
"I'm looking for information on bars and nightclubs in Hoboken, NJ.",F0794,35,hoboken,35_Q04975_1033_1.jpg,35_Q04975_1033_2.jpg,35_Q04975_1033_3.jpg,35_Q04977_1035_1.jpg,35_Q04977_1035_2.jpg,35_Q04977_1035_3.jpg,35_Q04976_1034_1.jpg,35_Q04976_1034_2.jpg,35_Q04976_1034_3.jpg,"Interested in finding out about bars and nightclubs in Hoboken, NJ."
Find a map showing lodgings in the Poconos PA region.,F0211,153,pocono,153_Q03040_1416_1.jpg,153_Q03040_1416_2.jpg,153_Q03040_1416_3.jpg,153_Q02499_2780_1.jpg,153_Q02499_2780_2.jpg,153_Q02499_2780_3.jpg,153_Q05480_1538_1.jpg,153_Q05480_1538_2.jpg,153_Q05480_1538_3.jpg,"Looking for a map showing lodgings in the Poconos, PA region."
Find attachments for bobcat tractors.,F0973,77,bobcat,77_Q00065_101_1.jpg,77_Q00065_101_2.jpg,77_Q00065_101_3.jpg,77_Q00585_3084_1.jpg,77_Q00585_3084_2.jpg,77_Q00585_3084_3.jpg,77_Q03599_1193_1.jpg,77_Q03599_1193_2.jpg,77_Q03599_1193_3.jpg,Wants attachments for tractors.
Find information about teddy bear picnics.,F0604,255,teddy bears,255_Q00401_3704_1.jpg,255_Q00401_3704_2.jpg,255_Q00401_3704_3.jpg,255_Q00094_1640_1.jpg,255_Q00094_1640_2.jpg,255_Q00094_1640_3.jpg,255_Q02496_2060_1.jpg,255_Q02496_2060_2.jpg,255_Q02496_2060_3.jpg,Finding information about teddy bear picnics with pictures.
How do you identify a Norway Spruce?,F0734,290,norway spruce,290_Q00026_379_1.jpg,290_Q00026_379_2.jpg,290_Q00026_379_3.jpg,290_Q04535_593_1.jpg,290_Q04535_593_2.jpg,290_Q04535_593_3.jpg,290_Q00506_3843_1.jpg,290_Q00506_3843_2.jpg,290_Q00506_3843_3.jpg,Learn how to identify a Norway Spruce tree.
Find information about the real person on which the Rain Man movie is based.,F0577,247,rain man,247_Q01273_1228_1.jpg,247_Q01273_1228_2.jpg,247_Q01273_1228_3.jpg,247_Q02063_3768_1.jpg,247_Q02063_3768_2.jpg,247_Q02063_3768_3.jpg,247_Q00900_352_1.jpg,247_Q00900_352_2.jpg,247_Q00900_352_3.jpg,Learn about the real person on whom the movie Rain Man is based.
Find recipes for pork tenderloin cooked in a crockpot.,F0325,178,pork tenderloin,178_Q04526_584_1.jpg,178_Q04526_584_2.jpg,178_Q04526_584_3.jpg,178_Q04527_585_1.jpg,178_Q04527_585_2.jpg,178_Q04527_585_3.jpg,178_Q04523_581_1.jpg,178_Q04523_581_2.jpg,178_Q04523_581_3.jpg,Finding recipes for cooking in a crockpot.
Find comparisons of Sun Tzu and Machiavelli.,F0655,270,sun tzu,270_Q02157_1584_1.jpg,270_Q02157_1584_2.jpg,270_Q02157_1584_3.jpg,270_Q04161_219_1.jpg,270_Q04161_219_2.jpg,270_Q04161_219_3.jpg,270_Q04164_222_1.jpg,270_Q04164_222_2.jpg,270_Q04164_222_3.jpg,Explore comparisons between Sun Tzu and Machiavelli.
Find Mister Rogers videos.,F0688,278,mister rogers,278_Q02948_3505_1.jpg,278_Q02948_3505_2.jpg,278_Q02948_3505_3.jpg,278_Q03168_2834_1.jpg,278_Q03168_2834_2.jpg,278_Q03168_2834_3.jpg,278_Q04470_528_1.jpg,278_Q04470_528_2.jpg,278_Q04470_528_3.jpg,Finding Mister Rogers videos.
What is the significance of da Vinci's interpretation of the Last Supper in Catholicism?,F0220,155,last supper painting,155_Q05597_1655_1.jpg,155_Q05597_1655_2.jpg,155_Q05597_1655_3.jpg,155_Q03776_1902_1.jpg,155_Q03776_1902_2.jpg,155_Q03776_1902_3.jpg,155_Q02814_1238_1.jpg,155_Q02814_1238_2.jpg,155_Q02814_1238_3.jpg,Learn about the significance of The Last Supper painting in the Catholic Church.
Which exercises can bring relief from CTS?,F0477,213,carpal tunnel syndrome,213_Q00815_488_1.jpg,213_Q00815_488_2.jpg,213_Q00815_488_3.jpg,213_Q03238_861_1.jpg,213_Q03238_861_2.jpg,213_Q03238_861_3.jpg,213_Q01045_2522_1.jpg,213_Q01045_2522_2.jpg,213_Q01045_2522_3.jpg,The user is interested in learning about exercises to relieve carpal tunnel syndrome and seeks information about the third photo.
"What medical care is available in Porterville, CA?",F0235,159,porterville,159_Q05528_1586_1.jpg,159_Q05528_1586_2.jpg,159_Q05528_1586_3.jpg,159_Q00630_1853_1.jpg,159_Q00630_1853_2.jpg,159_Q00630_1853_3.jpg,159_Q05532_1590_1.jpg,159_Q05532_1590_2.jpg,159_Q05532_1590_3.jpg,"Explore healthcare options in Porterville, CA."
"""Find the lyrics to Eminem's """"Rain Man"""".""",F0580,247,rain man,247_Q05090_1148_1.jpg,247_Q05090_1148_2.jpg,247_Q05090_1148_3.jpg,247_Q03758_169_1.jpg,247_Q03758_169_2.jpg,247_Q03758_169_3.jpg,247_Q03748_505_1.jpg,247_Q03748_505_2.jpg,247_Q03748_505_3.jpg,"Find the lyrics to the Eminem song ""Rain Man""."
Find dealers that sell or rent Bobcat tractors and construction equipment.,F0971,77,bobcat,77_Q03571_2678_1.jpg,77_Q03571_2678_2.jpg,77_Q03571_2678_3.jpg,77_Q00585_3084_1.jpg,77_Q00585_3084_2.jpg,77_Q00585_3084_3.jpg,77_Q00131_2017_1.jpg,77_Q00131_2017_2.jpg,77_Q00131_2017_3.jpg,"Finding dealers that sell or rent Bobcat tractors and construction equipment, including American Bobcats."
Find resources on learning and teaching Korean.,F0924,65,korean language,65_Q04983_1041_1.jpg,65_Q04983_1041_2.jpg,65_Q04983_1041_3.jpg,65_Q00875_2475_1.jpg,65_Q00875_2475_2.jpg,65_Q00875_2475_3.jpg,65_Q00274_708_1.jpg,65_Q00274_708_2.jpg,65_Q00274_708_3.jpg,Finding resources on learning and teaching Korean language degrees.
Which activities are prevalent among CTS sufferers?,F0478,213,carpal tunnel syndrome,213_Q01081_3358_1.jpg,213_Q01081_3358_2.jpg,213_Q01081_3358_3.jpg,213_Q05613_1671_1.jpg,213_Q05613_1671_2.jpg,213_Q05613_1671_3.jpg,213_Q00815_488_1.jpg,213_Q00815_488_2.jpg,213_Q00815_488_3.jpg,Wants to know the causes of carpal tunnel syndrome.
Find information about causes of excessive facial flushing.,F0914,63,flushing,63_Q05389_1447_1.jpg,63_Q05389_1447_2.jpg,63_Q05389_1447_3.jpg,63_Q03012_862_1.jpg,63_Q03012_862_2.jpg,63_Q03012_862_3.jpg,63_Q03840_1728_1.jpg,63_Q03840_1728_2.jpg,63_Q03840_1728_3.jpg,Understand why their face is flushing red so often.
How do you identify carpenter bees and how are they different from other bees?,F0618,259,carpenter bee,259_Q03496_3377_1.jpg,259_Q03496_3377_2.jpg,259_Q03496_3377_3.jpg,259_Q05413_1471_1.jpg,259_Q05413_1471_2.jpg,259_Q05413_1471_3.jpg,259_Q02520_319_1.jpg,259_Q02520_319_2.jpg,259_Q02520_319_3.jpg,"Learning about carpenter bees, including their differences from other bees, identifying them, understanding their behavior, and exploring trap options."
"I'm looking for a list of all (or many of) the different kinds of dinosaurs, with pictures.",F0162,14,dinosaurs,14_Q03021_2536_1.jpg,14_Q03021_2536_2.jpg,14_Q03021_2536_3.jpg,14_Q05244_1302_1.jpg,14_Q05244_1302_2.jpg,14_Q05244_1302_3.jpg,14_Q00230_1338_1.jpg,14_Q00230_1338_2.jpg,14_Q00230_1338_3.jpg,Explore different kinds of dinosaurs with pictures.
What is an occupational therapist?,F0582,249,occupational therapist,249_Q01934_1827_1.jpg,249_Q01934_1827_2.jpg,249_Q01934_1827_3.jpg,249_Q03811_2965_1.jpg,249_Q03811_2965_2.jpg,249_Q03811_2965_3.jpg,249_Q00732_1095_1.jpg,249_Q00732_1095_2.jpg,249_Q00732_1095_3.jpg,Looking for an occupational therapist to help with rehabilitation and daily living skills.
What diet should a person with Wilson's disease follow?,F0668,273,wilson's disease,273_Q04961_1019_1.jpg,273_Q04961_1019_2.jpg,273_Q04961_1019_3.jpg,273_Q04964_1022_1.jpg,273_Q04964_1022_2.jpg,273_Q04964_1022_3.jpg,273_Q04962_1020_1.jpg,273_Q04962_1020_2.jpg,273_Q04962_1020_3.jpg,The user is interested in understanding dietary recommendations for Wilson's disease.
What age group most often exhibits lipomas?,F0279,168,lipoma,168_Q05128_1186_1.jpg,168_Q05127_1185_2.jpg,168_Q05127_1185_3.jpg,168_Q02643_3835_1.jpg,168_Q02643_3835_2.jpg,168_Q02643_3835_3.jpg,168_Q05127_1185_1.jpg,168_Q05127_1185_2.jpg,168_Q05127_1185_3.jpg,"The user is interested in the demographics related to lipomas, specifically which age groups are more prone to develop them."
Find information on package deals from hotels near Disneyland.,F0807,39,disneyland hotel,39_Q01781_2194_1.jpg,39_Q01781_2194_2.jpg,39_Q01781_2194_3.jpg,39_Q04676_734_1.jpg,39_Q04676_734_2.jpg,39_Q04676_734_3.jpg,39_Q00629_397_1.jpg,39_Q00629_397_2.jpg,39_Q00629_397_3.jpg,Finding information on package deals from hotels near Disneyland.
What are the treatment options for BPH (benign prostatic hyperplasia)?,F0438,207,bph treatment,207_Q01676_47_1.jpg,207_Q01676_47_2.jpg,207_Q01676_47_3.jpg,207_Q03368_1442_1.jpg,207_Q03368_1442_2.jpg,207_Q03368_1442_3.jpg,207_Q02026_178_1.jpg,207_Q02026_178_2.jpg,207_Q02026_178_3.jpg,The user wants to know about the different kinds of BPH treatment options.
What age group most often exhibits lipomas?,F0279,168,lipoma,168_Q02194_961_1.jpg,168_Q02194_961_2.jpg,168_Q02194_961_3.jpg,168_Q01237_1667_1.jpg,168_Q01237_1667_2.jpg,168_Q01237_1667_3.jpg,168_Q02643_3835_1.jpg,168_Q02643_3835_2.jpg,168_Q02643_3835_3.jpg,The user wants to know the demographics and age most susceptible to lipomas.
Find information on shoeing horses and horseshoe problems.,F0862,51,horse hooves,51_Q02149_613_1.jpg,51_Q02149_613_2.jpg,51_Q02149_613_3.jpg,51_Q00069_2700_1.jpg,51_Q00069_2700_2.jpg,51_Q00069_2700_3.jpg,51_Q01742_534_1.jpg,51_Q01742_534_2.jpg,51_Q01742_534_3.jpg,"Seeking information on shoeing horses and horseshoe problems, including hoof trimming."
Find information about premature ventricular contractions.,F0936,68,pvc,68_Q02726_486_1.jpg,68_Q02726_486_2.jpg,68_Q02726_486_3.jpg,68_Q04067_125_1.jpg,68_Q04067_125_2.jpg,68_Q04067_125_3.jpg,68_Q00522_3236_1.jpg,68_Q00522_3236_2.jpg,68_Q00522_3236_3.jpg,Gathering information about premature ventricular contractions (PVC) in the human body.
What is a raspberry pi?,F0418,201,raspberry pi,201_Q02348_3706_1.jpg,201_Q02348_3706_2.jpg,201_Q02348_3706_3.jpg,201_Q03407_3135_1.jpg,201_Q03407_3135_2.jpg,201_Q03407_3135_3.jpg,201_Q04451_509_1.jpg,201_Q04451_509_2.jpg,201_Q04451_509_3.jpg,Learning about Raspberry Pi and its capabilities.
What methods were used for the recovery of the USS Cole?,F0680,275,uss cole,275_Q01560_1282_1.jpg,275_Q01560_1282_2.jpg,275_Q01560_1282_3.jpg,275_Q04034_92_1.jpg,275_Q04034_92_2.jpg,275_Q04034_92_3.jpg,275_Q03367_2837_1.jpg,275_Q03367_2837_2.jpg,275_Q03367_2837_3.jpg,The user is interested in finding out about the historical recovery effort of the USS Cole and seeing images related to those recovery efforts.
Find pictures of South Africa.,F1059,97,south africa,97_Q05051_1109_1.jpg,97_Q05051_1109_2.jpg,97_Q05051_1109_3.jpg,97_Q05054_1112_1.jpg,97_Q05054_1112_2.jpg,97_Q05054_1112_3.jpg,97_Q05052_1110_1.jpg,97_Q05052_1110_2.jpg,97_Q05052_1110_3.jpg,Finding images of South Africa's landscapes and tourist areas.
"""Where can I buy Pink Floyd's album, """"The Wall""""?""",F1039,92,the wall,92_Q05253_1311_1.jpg,92_Q05253_1311_2.jpg,92_Q05253_1311_3.jpg,92_Q00225_1168_1.jpg,92_Q00225_1168_2.jpg,92_Q00225_1168_3.jpg,92_Q01924_2442_1.jpg,92_Q01924_2442_2.jpg,92_Q01924_2442_3.jpg,"Wants to know where to buy the album ""The Wall"" by Pink Floyd."
Suggest tourist activities in Barbados.,F0275,167,barbados,167_Q03278_1395_1.jpg,167_Q03278_1395_2.jpg,167_Q03278_1395_3.jpg,167_Q00151_2398_1.jpg,167_Q00151_2398_2.jpg,167_Q00151_2398_3.jpg,167_Q00195_3654_1.jpg,167_Q00195_3654_2.jpg,167_Q00195_3654_3.jpg,Interested in activities to do in Barbados.
Where can I buy a used or discounted elliptical trainer?,F0784,33,elliptical trainer,33_Q04885_943_1.jpg,33_Q04885_943_2.jpg,33_Q04885_943_3.jpg,33_Q00598_2521_1.jpg,33_Q00598_2521_2.jpg,33_Q00598_2521_3.jpg,33_Q03255_903_1.jpg,33_Q03255_903_2.jpg,33_Q03255_903_3.jpg,Find a used or discounted elliptical trainer.
Find information on growing figs.,F0217,154,figs,154_Q03930_2800_1.jpg,154_Q03930_2800_2.jpg,154_Q03930_2800_3.jpg,154_Q00196_1705_1.jpg,154_Q00196_1705_2.jpg,154_Q00196_1705_3.jpg,154_Q00413_2391_1.jpg,154_Q00413_2391_2.jpg,154_Q00413_2391_3.jpg,Learning about how to grow figs.
information on vines that can be grown in shady areas,F0177,145,vines for shade,145_Q02098_43_1.jpg,145_Q02098_43_2.jpg,145_Q02098_43_3.jpg,145_Q00620_1587_1.jpg,145_Q00620_1587_2.jpg,145_Q00620_1587_3.jpg,145_Q04435_493_1.jpg,145_Q04435_493_2.jpg,145_Q04435_493_3.jpg,Get information on fast-growing shade vines that can thrive in shady areas.
"Find information on organizing a raffle, for example for a charity or school.",F1045,93,raffles,93_Q00166_830_1.jpg,93_Q00166_830_2.jpg,93_Q00166_830_3.jpg,93_Q00983_2179_1.jpg,93_Q00983_2179_2.jpg,93_Q00983_2179_3.jpg,93_Q00363_3383_1.jpg,93_Q00363_3383_2.jpg,93_Q00363_3383_3.jpg,"Exploring options and seeking information on organizing a raffle, potentially for a charity or school."
Find the web site of Ham Radio Outlet.,F0545,235,ham radio,235_Q03929_412_1.jpg,235_Q03929_412_2.jpg,235_Q03929_412_3.jpg,235_Q03747_1822_1.jpg,235_Q03747_1822_2.jpg,235_Q03747_1822_3.jpg,235_Q02674_1709_1.jpg,235_Q02674_1709_2.jpg,235_Q02674_1709_3.jpg,Find the website of the Ham Radio Outlet.
Find information on package deals from hotels near Disneyland.,F0807,39,disneyland hotel,39_Q01455_3014_1.jpg,39_Q01455_3014_2.jpg,39_Q01455_3014_3.jpg,39_Q04673_731_1.jpg,39_Q04673_731_2.jpg,39_Q04673_731_3.jpg,39_Q01644_829_1.jpg,39_Q01644_829_2.jpg,39_Q01644_829_3.jpg,Information on package deals from hotels near Disneyland.
information on vines that can be grown in shady areas,F0177,145,vines for shade,145_Q02518_3493_1.jpg,145_Q02518_3493_2.jpg,145_Q02518_3493_3.jpg,145_Q04435_493_1.jpg,145_Q04435_493_2.jpg,145_Q04435_493_3.jpg,145_Q01198_40_1.jpg,145_Q01198_40_2.jpg,145_Q01198_40_3.jpg,Learning about vines suitable for shady areas for a trellis.
What is the relationship between Wilson's disease and zinc?,F0667,273,wilson's disease,273_Q02253_1386_1.jpg,273_Q02253_1386_2.jpg,273_Q02253_1386_3.jpg,273_Q02449_3116_1.jpg,273_Q02449_3116_2.jpg,273_Q02449_3116_3.jpg,273_Q02764_3281_1.jpg,273_Q02764_3281_2.jpg,273_Q02764_3281_3.jpg,Understanding the relationship between Wilson's disease and zinc.
Find Mister Rogers videos.,F0688,278,mister rogers,278_Q03400_2532_1.jpg,278_Q03400_2532_2.jpg,278_Q03400_2532_3.jpg,278_Q00534_258_1.jpg,278_Q00534_258_2.jpg,278_Q00534_258_3.jpg,278_Q02948_3505_1.jpg,278_Q02948_3505_2.jpg,278_Q02948_3505_3.jpg,Finding and watching Mister Rogers videos.
What are the symptoms of carpal tunnel syndrome (CTS)?,F0473,213,carpal tunnel syndrome,213_Q00537_1406_1.jpg,213_Q00537_1406_2.jpg,213_Q00537_1406_3.jpg,213_Q01582_455_1.jpg,213_Q01582_455_2.jpg,213_Q01582_455_3.jpg,213_Q05612_1670_1.jpg,213_Q05612_1670_2.jpg,213_Q05612_1670_3.jpg,Understanding the symptoms of carpal tunnel syndrome (CTS).
Find law firms that offer services relevant to child support in Indiana.,F0024,104,indiana child support,104_Q03163_2095_1.jpg,104_Q03163_2095_2.jpg,104_Q03163_2095_3.jpg,104_Q01744_2389_1.jpg,104_Q01744_2389_2.jpg,104_Q01744_2389_3.jpg,104_Q05212_1270_1.jpg,104_Q05212_1270_2.jpg,104_Q05212_1270_3.jpg,Find law firms that specialize in child support cases in Indiana.
What are some exercises recommended for forearm pain?,F1017,88,forearm pain,88_Q05045_1103_1.jpg,88_Q05045_1103_2.jpg,88_Q05045_1103_3.jpg,88_Q02670_2799_1.jpg,88_Q02670_2799_2.jpg,88_Q02670_2799_3.jpg,88_Q01540_1885_1.jpg,88_Q01540_1885_2.jpg,88_Q01540_1885_3.jpg,Seeking specific suggestions and exercises to alleviate forearm discomfort.
Find biographical information about Sir Stamford Raffles.,F1044,93,raffles,93_Q04266_324_1.jpg,93_Q04266_324_2.jpg,93_Q04266_324_3.jpg,93_Q04268_326_1.jpg,93_Q04268_326_2.jpg,93_Q04268_326_3.jpg,93_Q04269_327_1.jpg,93_Q04269_327_2.jpg,93_Q04269_327_3.jpg,"Learn about historical figures, specifically the life of Sir Stamford Raffles, through books or articles."
"What condos are for sale in Miami Beach, Florida?",F0383,192,condos in florida,192_Q04730_788_1.jpg,192_Q04730_788_2.jpg,192_Q04730_788_3.jpg,192_Q02422_232_1.jpg,192_Q02422_232_2.jpg,192_Q02422_232_3.jpg,192_Q01755_2161_1.jpg,192_Q01755_2161_2.jpg,192_Q01755_2161_3.jpg,"Exploring options for condos for sale in Miami Beach, Florida, for vacation use."
I want to fill in the customer satisfaction survey about my interaction with a Tennessee Highway Patrol State Trooper.,F0200,150,tn highway patrol,150_Q04406_464_1.jpg,150_Q04406_464_2.jpg,150_Q04406_464_3.jpg,150_Q01697_3352_1.jpg,150_Q01697_3352_2.jpg,150_Q01697_3352_3.jpg,150_Q01509_457_1.jpg,150_Q01509_457_2.jpg,150_Q01509_457_3.jpg,Access the website to fill out a customer satisfaction survey.
What companies offer long term care insurance policies?,F0320,177,best long term care insurance,177_Q05434_1492_1.jpg,177_Q05434_1492_2.jpg,177_Q05434_1492_3.jpg,177_Q01746_3467_1.jpg,177_Q01746_3467_2.jpg,177_Q01746_3467_3.jpg,177_Q05431_1489_1.jpg,177_Q05431_1489_2.jpg,177_Q05431_1489_3.jpg,The user is interested in information about companies that offer long-term care insurance.
What does the sit and reach test measure?,F0096,121,sit and reach test,121_Q04140_198_1.jpg,121_Q04140_198_2.jpg,121_Q04140_198_3.jpg,121_Q01665_270_1.jpg,121_Q01665_270_2.jpg,121_Q01665_270_3.jpg,121_Q02097_214_1.jpg,121_Q02097_214_2.jpg,121_Q02097_214_3.jpg,Need to know the objective of the sit and reach test.
I'd like to order books or videos/CDs about how to construct adobe buildings.,F0065,114,adobe indian houses,114_Q04092_150_1.jpg,114_Q04092_150_2.jpg,114_Q04092_150_3.jpg,114_Q01986_3837_1.jpg,114_Q01986_3837_2.jpg,114_Q01986_3837_3.jpg,114_Q01600_3715_1.jpg,114_Q01600_3715_2.jpg,114_Q01600_3715_3.jpg,The user is interested in finding books
Find information on admissions to Mitchell College. How do I become a student there?,F0854,5,mitchell college,5_Q04402_460_1.jpg,5_Q04402_460_2.jpg,5_Q04402_460_3.jpg,5_Q04403_461_1.jpg,5_Q04403_461_2.jpg,5_Q04403_461_3.jpg,5_Q04399_457_1.jpg,5_Q04399_457_2.jpg,5_Q04399_457_3.jpg,Learn about the process of becoming a student at Mitchell College.
What are good and bad levels of VLDL in a cholesterol test?,F0932,67,vldl levels,67_Q03534_3895_1.jpg,67_Q03534_3895_2.jpg,67_Q03534_3895_3.jpg,67_Q05348_1406_1.jpg,67_Q05348_1406_2.jpg,67_Q05348_1406_3.jpg,67_Q05347_1405_1.jpg,67_Q05347_1405_2.jpg,67_Q05347_1405_3.jpg,View VLDL level graphs and learn about good and bad VLDL levels in a cholesterol test for both men and women.
Find job openings for land surveyors.,F0451,209,land surveyor,209_Q02579_3050_1.jpg,209_Q02579_3050_2.jpg,209_Q02579_3050_3.jpg,209_Q05020_1078_1.jpg,209_Q05020_1078_2.jpg,209_Q05020_1078_3.jpg,209_Q00051_0_1.jpg,209_Q00051_0_2.jpg,209_Q00051_0_3.jpg,Interested in job openings for land surveyors.
What are the symptoms and signs of male menopause?,F0508,222,male menopause,222_Q03644_1024_1.jpg,222_Q03644_1024_2.jpg,222_Q03644_1024_3.jpg,222_Q04568_626_1.jpg,222_Q04568_626_2.jpg,222_Q04568_626_3.jpg,222_Q03659_2403_1.jpg,222_Q03659_2403_2.jpg,222_Q03659_2403_3.jpg,Curiosity about symptoms and signs of male menopause.
Who was Boris Pasternak and how did his life affect his book?,F0449,208,doctor zhivago,208_Q03319_2014_1.jpg,208_Q03319_2014_2.jpg,208_Q03319_2014_3.jpg,208_Q03292_3046_1.jpg,208_Q03292_3046_2.jpg,208_Q03292_3046_3.jpg,208_Q01279_1726_1.jpg,208_Q01279_1726_2.jpg,208_Q01279_1726_3.jpg,"Looking for information on the author of the novel ""Dr. Zhivago."""
What are the side effects of BPH treatments?,F0444,207,bph treatment,207_Q04948_1006_1.jpg,207_Q04947_1005_2.jpg,207_Q04947_1005_3.jpg,207_Q02026_178_1.jpg,207_Q02026_178_2.jpg,207_Q02026_178_3.jpg,207_Q00600_1590_1.jpg,207_Q00600_1590_2.jpg,207_Q00600_1590_3.jpg,"Learn about various aspects of BPH treatments, especially potential side effects."
I'm looking for online sites that sell car parts.,F1027,9,used car parts,9_Q04014_72_1.jpg,9_Q04014_72_2.jpg,9_Q04014_72_3.jpg,9_Q03770_312_1.jpg,9_Q03770_312_2.jpg,9_Q03770_312_3.jpg,9_Q04018_76_1.jpg,9_Q04018_76_2.jpg,9_Q04018_76_3.jpg,Looking for online sites that sell car parts.
Find information about car raffles.,F1047,93,raffles,93_Q00364_3407_1.jpg,93_Q00364_3407_2.jpg,93_Q00364_3407_3.jpg,93_Q00361_2223_1.jpg,93_Q00361_2223_2.jpg,93_Q00361_2223_3.jpg,93_Q02831_2212_1.jpg,93_Q02831_2212_2.jpg,93_Q02831_2212_3.jpg,Interested in signing up for car raffles.
What are the symptoms of a heart attack?,F0313,175,signs of a heartattack,175_Q03487_1722_1.jpg,175_Q03487_1722_2.jpg,175_Q03487_1722_3.jpg,175_Q00041_759_1.jpg,175_Q00041_759_2.jpg,175_Q00041_759_3.jpg,175_Q00055_671_1.jpg,175_Q00055_671_2.jpg,175_Q00055_671_3.jpg,The user is interested in understanding the symptoms of a heart attack.
What are the side effects of BPH treatments?,F0444,207,bph treatment,207_Q04948_1006_1.jpg,207_Q04947_1005_2.jpg,207_Q04947_1005_3.jpg,207_Q03501_3290_1.jpg,207_Q03501_3290_2.jpg,207_Q03501_3290_3.jpg,207_Q02026_178_1.jpg,207_Q02026_178_2.jpg,207_Q02026_178_3.jpg,The user is interested in the side effects and implications of different BPH treatments.
Find dealers that sell or rent Bobcat tractors and construction equipment.,F0971,77,bobcat,77_Q00585_3084_1.jpg,77_Q00585_3084_2.jpg,77_Q00585_3084_3.jpg,77_Q04823_881_1.jpg,77_Q04823_881_2.jpg,77_Q04823_881_3.jpg,77_Q03613_2881_1.jpg,77_Q03613_2881_2.jpg,77_Q03613_2881_3.jpg,Finding dealers that sell or rent Bobcat tractors and equipment.
How is a credit score determined?,F0359,185,credit report,185_Q04872_930_1.jpg,185_Q04872_930_2.jpg,185_Q04872_930_3.jpg,185_Q02095_760_1.jpg,185_Q02095_760_2.jpg,185_Q02095_760_3.jpg,185_Q00084_2850_1.jpg,185_Q00084_2850_2.jpg,185_Q00084_2850_3.jpg,Understanding how credit scores are determined.
What specific health problems arise from exposure to asbestos?,F0075,117,dangers of asbestos,117_Q05124_1182_1.jpg,117_Q05124_1182_2.jpg,117_Q05124_1182_3.jpg,117_Q03424_3334_1.jpg,117_Q03424_3334_2.jpg,117_Q03424_3334_3.jpg,117_Q01539_1415_1.jpg,117_Q01539_1415_2.jpg,117_Q01539_1415_3.jpg,Learn about the health risks associated with asbestos exposure.
