id,facet,facet_id,topic_id,topic,image1_1,image1_2,image1_3,image2_1,image2_2,image2_3,query
521,information about the drafting of the Declaration of Independence,F0135,133,all men are created equal,133_Q03543_955_1.jpg,133_Q03543_955_2.jpg,133_Q03543_955_3.jpg,133_Q03095_763_1.jpg,133_Q03095_763_2.jpg,133_Q03095_763_3.jpg,"Understand the context and content of the Declaration of Independence, focusing on the quote ""all men are created equal."""
522,information about the drafting of the Declaration of Independence,F0135,133,all men are created equal,133_Q03095_763_1.jpg,133_Q03095_763_2.jpg,133_Q03095_763_3.jpg,133_Q01384_2376_1.jpg,133_Q01384_2376_2.jpg,133_Q01384_2376_3.jpg,Look up the Declaration of Independence.
523,information about the drafting of the Declaration of Independence,F0135,133,all men are created equal,133_Q01385_2018_1.jpg,133_Q01385_2018_2.jpg,133_Q01385_2018_3.jpg,133_Q03745_1273_1.jpg,133_Q03745_1273_2.jpg,133_Q03745_1273_3.jpg,Learn about the drafting of the Declaration of Independence.
524,information about the drafting of the Declaration of Independence,F0135,133,all men are created equal,133_Q03763_2863_1.jpg,133_Q03763_2863_2.jpg,133_Q03763_2863_3.jpg,133_Q01384_2376_1.jpg,133_Q01384_2376_2.jpg,133_Q01384_2376_3.jpg,Learn about the historical context and key figures involved in the creation of the Declaration of Independence.
525,information about the drafting of the Declaration of Independence,F0135,133,all men are created equal,133_Q03095_763_1.jpg,133_Q03095_763_2.jpg,133_Q03095_763_3.jpg,133_Q03763_2863_1.jpg,133_Q03763_2863_2.jpg,133_Q03763_2863_3.jpg,Learn about the drafting of the Declaration of Independence.
526,image of the Declaration of Independence at the National Archives,F0136,133,all men are created equal,133_Q04634_692_1.jpg,133_Q04634_692_2.jpg,133_Q04634_692_3.jpg,133_Q04636_694_1.jpg,133_Q04636_694_2.jpg,133_Q04636_694_3.jpg,"The user is interested in the historical document, specifically the Declaration of Independence, and its significance in discussions about equality."
527,image of the Declaration of Independence at the National Archives,F0136,133,all men are created equal,133_Q04634_692_1.jpg,133_Q04634_692_2.jpg,133_Q04634_692_3.jpg,133_Q04637_695_1.jpg,133_Q04637_695_2.jpg,133_Q04637_695_3.jpg,Finding an image of the Declaration of Independence at the National Archives.
528,image of the Declaration of Independence at the National Archives,F0136,133,all men are created equal,133_Q03741_1724_1.jpg,133_Q03741_1724_2.jpg,133_Q03741_1724_3.jpg,133_Q04636_694_1.jpg,133_Q04636_694_2.jpg,133_Q04636_694_3.jpg,The user is interested in the image of the Declaration of Independence at the National Archives.
529,image of the Declaration of Independence at the National Archives,F0136,133,all men are created equal,133_Q00796_2634_1.jpg,133_Q00796_2634_2.jpg,133_Q00796_2634_3.jpg,133_Q04638_696_1.jpg,133_Q04638_696_2.jpg,133_Q04638_696_3.jpg,User is uncertain about viewing the Declaration of Independence at the National Archives.
530,image of the Declaration of Independence at the National Archives,F0136,133,all men are created equal,133_Q02769_2487_1.jpg,133_Q02769_2487_2.jpg,133_Q02769_2487_3.jpg,133_Q04637_695_1.jpg,133_Q04637_695_2.jpg,133_Q04637_695_3.jpg,The user wants to learn about the details and significance of the quote and see an image of the Declaration of Independence at the National Archives.
531,image of the Declaration of Independence at the National Archives,F0136,133,all men are created equal,133_Q01384_2376_1.jpg,133_Q01384_2376_2.jpg,133_Q01384_2376_3.jpg,133_Q03763_2863_1.jpg,133_Q03763_2863_2.jpg,133_Q03763_2863_3.jpg,Learn more about the Declaration of Independence.
532,image of the Declaration of Independence at the National Archives,F0136,133,all men are created equal,133_Q03095_763_1.jpg,133_Q03095_763_2.jpg,133_Q03095_763_3.jpg,133_Q02769_2487_1.jpg,133_Q02769_2487_2.jpg,133_Q02769_2487_3.jpg,Learn about the historical significance of the quote.
533,image of the Declaration of Independence at the National Archives,F0136,133,all men are created equal,133_Q04638_696_1.jpg,133_Q04638_696_2.jpg,133_Q04638_696_3.jpg,133_Q01385_2018_1.jpg,133_Q01385_2018_2.jpg,133_Q01385_2018_3.jpg,The user wants images of the Declaration of Independence on display.
534,"""How has the phrase """"all men are created equal"""" been interpreted over time by the US surpreme Court?""",F0137,133,all men are created equal,133_Q04633_691_1.jpg,133_Q04633_691_2.jpg,133_Q04633_691_3.jpg,133_Q03514_3165_1.jpg,133_Q03514_3165_2.jpg,133_Q03514_3165_3.jpg,"The user is interested in the interpretation of the phrase ""all men are created equal"" by the US Supreme Court over time."
535,"""How has the phrase """"all men are created equal"""" been interpreted over time by the US surpreme Court?""",F0137,133,all men are created equal,133_Q01385_2018_1.jpg,133_Q01385_2018_2.jpg,133_Q01385_2018_3.jpg,133_Q00796_2634_1.jpg,133_Q00796_2634_2.jpg,133_Q00796_2634_3.jpg,Understanding historical interpretations of equality through Supreme Court cases.
536,"""How has the phrase """"all men are created equal"""" been interpreted over time by the US surpreme Court?""",F0137,133,all men are created equal,133_Q00796_2634_1.jpg,133_Q00796_2634_2.jpg,133_Q00796_2634_3.jpg,133_Q04636_694_1.jpg,133_Q04636_694_2.jpg,133_Q04636_694_3.jpg,Exploring legal interpretations from the Supreme Court related to the Declaration of Independence.
537,"""How has the phrase """"all men are created equal"""" been interpreted over time by the US surpreme Court?""",F0137,133,all men are created equal,133_Q01384_2376_1.jpg,133_Q01384_2376_2.jpg,133_Q01384_2376_3.jpg,133_Q03101_3004_1.jpg,133_Q03101_3004_2.jpg,133_Q03101_3004_3.jpg,"Understanding how the Supreme Court has interpreted the line ""all men are created equal"" over time."
538,"""How has the phrase """"all men are created equal"""" been interpreted over time by the US surpreme Court?""",F0137,133,all men are created equal,133_Q01384_2376_1.jpg,133_Q01384_2376_2.jpg,133_Q01384_2376_3.jpg,133_Q03101_3004_1.jpg,133_Q03101_3004_2.jpg,133_Q03101_3004_3.jpg,"Understanding how the line ""all men are created equal"" has been interpreted by the Supreme Court over time."
539,"""How has the phrase """"all men are created equal"""" been interpreted over time by the US surpreme Court?""",F0137,133,all men are created equal,133_Q03598_2402_1.jpg,133_Q03598_2402_2.jpg,133_Q03598_2402_3.jpg,133_Q04638_696_1.jpg,133_Q04638_696_2.jpg,133_Q04638_696_3.jpg,"Understand how the phrase ""all men are created equal"" has been interpreted by the US Supreme Court."
540,"""How has the phrase """"all men are created equal"""" been interpreted over time by the US surpreme Court?""",F0137,133,all men are created equal,133_Q03741_1724_1.jpg,133_Q03741_1724_2.jpg,133_Q03741_1724_3.jpg,133_Q04636_694_1.jpg,133_Q04636_694_2.jpg,133_Q04636_694_3.jpg,"Exploring different interpretations of a phrase over time, particularly in relation to court cases and legal decisions."
541,"""How has the phrase """"all men are created equal"""" been interpreted over time by the US surpreme Court?""",F0137,133,all men are created equal,133_Q03598_2402_1.jpg,133_Q03598_2402_2.jpg,133_Q03598_2402_3.jpg,133_Q04638_696_1.jpg,133_Q04638_696_2.jpg,133_Q04638_696_3.jpg,"Understanding how the phrase ""all men are created equal"" has been interpreted by the US Supreme Court."
542,"""How has the phrase """"all men are created equal"""" been interpreted over time by the US surpreme Court?""",F0137,133,all men are created equal,133_Q04633_691_1.jpg,133_Q04633_691_2.jpg,133_Q04633_691_3.jpg,133_Q03514_3165_1.jpg,133_Q03514_3165_2.jpg,133_Q03514_3165_3.jpg,"The user is interested in the historical context and implications of the phrase ""all men are created equal,"" and its interpretation by the US Supreme Court."
543,"""How has the phrase """"all men are created equal"""" been interpreted over time by the US surpreme Court?""",F0137,133,all men are created equal,133_Q04637_695_1.jpg,133_Q04637_695_2.jpg,133_Q04637_695_3.jpg,133_Q04636_694_1.jpg,133_Q04636_694_2.jpg,133_Q04636_694_3.jpg,"Understanding how the phrase ""Declaration of Independence"" has evolved in legal contexts over time."
544,quotes about independence,F0138,133,all men are created equal,133_Q04637_695_1.jpg,133_Q04637_695_2.jpg,133_Q04637_695_3.jpg,133_Q01385_2018_1.jpg,133_Q01385_2018_2.jpg,133_Q01385_2018_3.jpg,Quotes about independence.
545,quotes about independence,F0138,133,all men are created equal,133_Q03764_3859_1.jpg,133_Q03764_3859_2.jpg,133_Q03764_3859_3.jpg,133_Q03741_1724_1.jpg,133_Q03741_1724_2.jpg,133_Q03741_1724_3.jpg,The user is interested in quotes about independence.
546,quotes about independence,F0138,133,all men are created equal,133_Q03764_3859_1.jpg,133_Q03764_3859_2.jpg,133_Q03764_3859_3.jpg,133_Q03598_2402_1.jpg,133_Q03598_2402_2.jpg,133_Q03598_2402_3.jpg,"The user is interested in exploring perspectives and quotes about independence, specifically from the Gettysburg Address."
547,What different types of electronic skeet shooting games are available?,F0139,134,electronic skeet shoot,134_Q02105_1747_1.jpg,134_Q02105_1747_2.jpg,134_Q02105_1747_3.jpg,134_Q00577_1557_1.jpg,134_Q00577_1557_2.jpg,134_Q00577_1557_3.jpg,Learn about different types of electronic skeet shooting games and see images of them.
548,What different types of electronic skeet shooting games are available?,F0139,134,electronic skeet shoot,134_Q04864_922_1.jpg,134_Q04864_922_2.jpg,134_Q04864_922_3.jpg,134_Q04860_918_1.jpg,134_Q04860_918_2.jpg,134_Q04860_918_3.jpg,The user is interested in other virtual skeet shooting games.
549,product reviews for electronic skeet shooting games,F0140,134,electronic skeet shoot,134_Q04861_919_1.jpg,134_Q04861_919_2.jpg,134_Q04861_919_3.jpg,134_Q04865_923_1.jpg,134_Q04865_923_2.jpg,134_Q04865_923_3.jpg,Show product reviews for electronic skeet shooting games.
550,product reviews for electronic skeet shooting games,F0140,134,electronic skeet shoot,134_Q04865_923_1.jpg,134_Q04865_923_2.jpg,134_Q04865_923_3.jpg,134_Q04860_918_1.jpg,134_Q04860_918_2.jpg,134_Q04860_918_3.jpg,Explore options for games.
551,product reviews for electronic skeet shooting games,F0140,134,electronic skeet shoot,134_Q04863_921_1.jpg,134_Q04863_921_2.jpg,134_Q04863_921_3.jpg,134_Q02105_1747_1.jpg,134_Q02105_1747_2.jpg,134_Q02105_1747_3.jpg,The user wants to know customer opinions on electronic skeet shooting games.
552,retailers selling electronic skeet shooting games with price information,F0141,134,electronic skeet shoot,134_Q04865_923_1.jpg,134_Q04865_923_2.jpg,134_Q04865_923_3.jpg,134_Q02105_1747_1.jpg,134_Q02105_1747_2.jpg,134_Q02105_1747_3.jpg,Find retailers selling electronic skeet shooting games with price information.
553,retailers selling electronic skeet shooting games with price information,F0141,134,electronic skeet shoot,134_Q04862_920_1.jpg,134_Q04862_920_2.jpg,134_Q04862_920_3.jpg,134_Q03209_3412_1.jpg,134_Q03209_3412_2.jpg,134_Q03209_3412_3.jpg,Find retailers and pricing details for electronic skeet shooting games.
554,retailers selling electronic skeet shooting games with price information,F0141,134,electronic skeet shoot,134_Q04860_918_1.jpg,134_Q04860_918_2.jpg,134_Q04860_918_3.jpg,134_Q04863_921_1.jpg,134_Q04863_921_2.jpg,134_Q04863_921_3.jpg,Find out which retailers sell electronic skeet shoot games and their prices.
555,retailers selling electronic skeet shooting games with price information,F0141,134,electronic skeet shoot,134_Q04862_920_1.jpg,134_Q04862_920_2.jpg,134_Q04862_920_3.jpg,134_Q03209_3412_1.jpg,134_Q03209_3412_2.jpg,134_Q03209_3412_3.jpg,Find retailers selling electronic skeet shooting games and gather price information.
556,information about product recalls for electronic skeet shooting games,F0142,134,electronic skeet shoot,134_Q00577_1557_1.jpg,134_Q00577_1557_2.jpg,134_Q00577_1557_3.jpg,134_Q00978_2348_1.jpg,134_Q00978_2348_2.jpg,134_Q00978_2348_3.jpg,Need product recall information for electronic skeet shoot.
557,information about product recalls for electronic skeet shooting games,F0142,134,electronic skeet shoot,134_Q03444_2392_1.jpg,134_Q03444_2392_2.jpg,134_Q03444_2392_3.jpg,134_Q00978_2348_1.jpg,134_Q00978_2348_2.jpg,134_Q00978_2348_3.jpg,Seeking product recall information for an electronic skeet shoot.
558,information about product recalls for electronic skeet shooting games,F0142,134,electronic skeet shoot,134_Q03444_2392_1.jpg,134_Q03444_2392_2.jpg,134_Q03444_2392_3.jpg,134_Q00978_2348_1.jpg,134_Q00978_2348_2.jpg,134_Q00978_2348_3.jpg,The user wants information on product recall for an electronic skeet shoot.
559,information about product recalls for electronic skeet shooting games,F0142,134,electronic skeet shoot,134_Q01183_2126_1.jpg,134_Q01183_2126_2.jpg,134_Q01183_2126_3.jpg,134_Q04860_918_1.jpg,134_Q04860_918_2.jpg,134_Q04860_918_3.jpg,Seeking information about product recalls for electronic skeet shooting games.
560,information about product recalls for electronic skeet shooting games,F0142,134,electronic skeet shoot,134_Q01183_2126_1.jpg,134_Q01183_2126_2.jpg,134_Q01183_2126_3.jpg,134_Q03444_2392_1.jpg,134_Q03444_2392_2.jpg,134_Q03444_2392_3.jpg,Learn about different types and uses of a certain product.
561,"""how to play the board game """"Source of the Nile""""""",F0143,135,source of the nile,135_Q02328_1013_1.jpg,135_Q02328_1013_2.jpg,135_Q02328_1013_3.jpg,135_Q02007_2804_1.jpg,135_Q02007_2804_2.jpg,135_Q02007_2804_3.jpg,"Learn how to play the board game ""Source of the Nile""."
562,"""how to play the board game """"Source of the Nile""""""",F0143,135,source of the nile,135_Q05206_1264_1.jpg,135_Q05206_1264_2.jpg,135_Q05206_1264_3.jpg,135_Q05202_1260_1.jpg,135_Q05202_1260_2.jpg,135_Q05202_1260_3.jpg,"Learn how to play the board game ""Source of the Nile."""
563,"""how to play the board game """"Source of the Nile""""""",F0143,135,source of the nile,135_Q02328_1013_1.jpg,135_Q02328_1013_2.jpg,135_Q02328_1013_3.jpg,135_Q02007_2804_1.jpg,135_Q02007_2804_2.jpg,135_Q02007_2804_3.jpg,"Learn how to play the board game ""Source of the Nile""."
564,"""how to play the board game """"Source of the Nile""""""",F0143,135,source of the nile,135_Q01772_3678_1.jpg,135_Q01772_3678_2.jpg,135_Q01772_3678_3.jpg,135_Q03673_2280_1.jpg,135_Q03673_2280_2.jpg,135_Q03673_2280_3.jpg,Learn how to play Source of the Nile game.
565,"""how to play the board game """"Source of the Nile""""""",F0143,135,source of the nile,135_Q01277_2385_1.jpg,135_Q01277_2385_2.jpg,135_Q01277_2385_3.jpg,135_Q05205_1263_1.jpg,135_Q05205_1263_2.jpg,135_Q05205_1263_3.jpg,"Looking for instructions on how to play the board game ""Source of the Nile""."
566,information on the feud between Speke and Burton over the discovery of the source of the Nile river,F0144,135,source of the nile,135_Q05204_1262_1.jpg,135_Q05204_1262_2.jpg,135_Q05204_1262_3.jpg,135_Q01277_2385_1.jpg,135_Q01277_2385_2.jpg,135_Q01277_2385_3.jpg,Learning about historical exploration and the narratives surrounding significant discoveries related to the Nile River.
567,information on the feud between Speke and Burton over the discovery of the source of the Nile river,F0144,135,source of the nile,135_Q05202_1260_1.jpg,135_Q05202_1260_2.jpg,135_Q05202_1260_3.jpg,135_Q02328_1013_1.jpg,135_Q02328_1013_2.jpg,135_Q02328_1013_3.jpg,Explore the historical dispute between Speke and Burton regarding the source of the Nile.
568,map of the Nile River basin,F0145,135,source of the nile,135_Q05204_1262_1.jpg,135_Q05204_1262_2.jpg,135_Q05204_1262_3.jpg,135_Q02228_3655_1.jpg,135_Q02228_3655_2.jpg,135_Q02228_3655_3.jpg,"The user is interested in exploring the Nile River, its surroundings, and obtaining a map of the Nile River Basin."
569,map of the Nile River basin,F0145,135,source of the nile,135_Q03673_2280_1.jpg,135_Q03673_2280_2.jpg,135_Q03673_2280_3.jpg,135_Q02228_3655_1.jpg,135_Q02228_3655_2.jpg,135_Q02228_3655_3.jpg,"Explore information related to the Nile River basin, including the source and obtain a map."
570,map of the Nile River basin,F0145,135,source of the nile,135_Q05204_1262_1.jpg,135_Q05204_1262_2.jpg,135_Q05204_1262_3.jpg,135_Q02228_3655_1.jpg,135_Q02228_3655_2.jpg,135_Q02228_3655_3.jpg,The user is interested in learning about the source of the Nile River and obtaining a map of the Nile River Basin.
571,reviews and commentary on the quality of education received by students at American Military University,F0147,136,american military university,136_Q04763_821_1.jpg,136_Q04763_821_2.jpg,136_Q04763_821_3.jpg,136_Q01338_124_1.jpg,136_Q01338_124_2.jpg,136_Q01338_124_3.jpg,Seeking feedback and reviews about the quality of education at American Military University.
572,reviews and commentary on the quality of education received by students at American Military University,F0147,136,american military university,136_Q04763_821_1.jpg,136_Q04763_821_2.jpg,136_Q04763_821_3.jpg,136_Q02689_1817_1.jpg,136_Q02689_1817_2.jpg,136_Q02689_1817_3.jpg,Seeking reviews about the education quality at the American Military University from students.
573,find the home page of the American Military University,F0148,136,american military university,136_Q04763_821_1.jpg,136_Q04763_821_2.jpg,136_Q04763_821_3.jpg,136_Q04762_820_1.jpg,136_Q04762_820_2.jpg,136_Q04762_820_3.jpg,Get the web address of the American Military University.
574,find the home page of the American Military University,F0148,136,american military university,136_Q04763_821_1.jpg,136_Q04763_821_2.jpg,136_Q04763_821_3.jpg,136_Q04762_820_1.jpg,136_Q04762_820_2.jpg,136_Q04762_820_3.jpg,Obtain the web address for the American Military University.
575,find the home page of the American Military University,F0148,136,american military university,136_Q01338_124_1.jpg,136_Q01338_124_2.jpg,136_Q01338_124_3.jpg,136_Q04763_821_1.jpg,136_Q04763_821_2.jpg,136_Q04763_821_3.jpg,Explore other Military Universities.
576,Looking for locations and dates of rock and gem shows.,F0149,137,rock and gem shows,137_Q03171_1308_1.jpg,137_Q03171_1308_2.jpg,137_Q03171_1308_3.jpg,137_Q02951_1638_1.jpg,137_Q02951_1638_2.jpg,137_Q02951_1638_3.jpg,The user is seeking information on the locations and dates of upcoming rock and gem shows.
577,Looking for locations and dates of rock and gem shows.,F0149,137,rock and gem shows,137_Q03171_1308_1.jpg,137_Q03171_1308_2.jpg,137_Q03171_1308_3.jpg,137_Q05546_1604_1.jpg,137_Q05546_1604_2.jpg,137_Q05546_1604_3.jpg,Find information on locations and dates of upcoming rock and gem shows.
578,Looking for locations and dates of rock and gem shows.,F0149,137,rock and gem shows,137_Q05546_1604_1.jpg,137_Q05546_1604_2.jpg,137_Q05546_1604_3.jpg,137_Q05551_1609_1.jpg,137_Q05551_1609_2.jpg,137_Q05551_1609_3.jpg,Finding locations and dates of rock and gem shows.
579,Looking for locations and dates of rock and gem shows.,F0149,137,rock and gem shows,137_Q03409_428_1.jpg,137_Q03409_428_2.jpg,137_Q03409_428_3.jpg,137_Q03170_3118_1.jpg,137_Q03170_3118_2.jpg,137_Q03170_3118_3.jpg,"The user is interested in obtaining a list of rock and gem shows in Washington from 2018, including locations and dates."
580,Looking for locations and dates of rock and gem shows.,F0149,137,rock and gem shows,137_Q03409_428_1.jpg,137_Q03409_428_2.jpg,137_Q03409_428_3.jpg,137_Q03170_3118_1.jpg,137_Q03170_3118_2.jpg,137_Q03170_3118_3.jpg,"Obtain a list of rock and gem shows in Washington in 2018, including their locations and dates."
581,Looking for locations and dates of rock and gem shows.,F0149,137,rock and gem shows,137_Q00926_1497_1.jpg,137_Q00926_1497_2.jpg,137_Q00926_1497_3.jpg,137_Q03170_3118_1.jpg,137_Q03170_3118_2.jpg,137_Q03170_3118_3.jpg,Request a list of rock and gem shows including their locations and dates for 2018.
582,rock and gem shows that offer lapidary classes,F0150,137,rock and gem shows,137_Q00634_1607_1.jpg,137_Q00634_1607_2.jpg,137_Q00634_1607_3.jpg,137_Q02824_1540_1.jpg,137_Q02824_1540_2.jpg,137_Q02824_1540_3.jpg,Find rock and gem shows that offer lapidary classes.
583,rock and gem shows that offer lapidary classes,F0150,137,rock and gem shows,137_Q05546_1604_1.jpg,137_Q05546_1604_2.jpg,137_Q05546_1604_3.jpg,137_Q00926_1497_1.jpg,137_Q00926_1497_2.jpg,137_Q00926_1497_3.jpg,Looking for lapidary classes at rock and gem shows.
584,rock and gem shows that offer lapidary classes,F0150,137,rock and gem shows,137_Q03171_1308_1.jpg,137_Q03171_1308_2.jpg,137_Q03171_1308_3.jpg,137_Q03409_428_1.jpg,137_Q03409_428_2.jpg,137_Q03409_428_3.jpg,Find rock and gem shows in Washington from 2019 that offer lapidary classes.
585,rock and gem shows that offer lapidary classes,F0150,137,rock and gem shows,137_Q03171_1308_1.jpg,137_Q03171_1308_2.jpg,137_Q03171_1308_3.jpg,137_Q02824_1540_1.jpg,137_Q02824_1540_2.jpg,137_Q02824_1540_3.jpg,Find rock and gem shows that offer lapidary classes.
586,rock and gem shows that offer lapidary classes,F0150,137,rock and gem shows,137_Q05551_1609_1.jpg,137_Q05551_1609_2.jpg,137_Q05551_1609_3.jpg,137_Q05547_1605_1.jpg,137_Q05547_1605_2.jpg,137_Q05547_1605_3.jpg,Find information on rock and gem shows offering lapidary classes.
587,rock and gem shows that offer lapidary classes,F0150,137,rock and gem shows,137_Q03171_1308_1.jpg,137_Q03171_1308_2.jpg,137_Q03171_1308_3.jpg,137_Q02824_1540_1.jpg,137_Q02824_1540_2.jpg,137_Q02824_1540_3.jpg,Find rock and gem shows that offer lapidary classes.
588,information on clubs that host rock and gem shows,F0151,137,rock and gem shows,137_Q00204_3022_1.jpg,137_Q00204_3022_2.jpg,137_Q00204_3022_3.jpg,137_Q00634_1607_1.jpg,137_Q00634_1607_2.jpg,137_Q00634_1607_3.jpg,Learn about clubs that host rock and gem shows.
589,information on clubs that host rock and gem shows,F0151,137,rock and gem shows,137_Q03171_1308_1.jpg,137_Q03171_1308_2.jpg,137_Q03171_1308_3.jpg,137_Q05551_1609_1.jpg,137_Q05551_1609_2.jpg,137_Q05551_1609_3.jpg,Learn about the clubs involved in hosting rock and gem shows in 2019.
590,information on clubs that host rock and gem shows,F0151,137,rock and gem shows,137_Q05548_1606_1.jpg,137_Q05548_1606_2.jpg,137_Q05548_1606_3.jpg,137_Q05546_1604_1.jpg,137_Q05546_1604_2.jpg,137_Q05546_1604_3.jpg,Looking for information on clubs that host rock and gem shows.
591,information on clubs that host rock and gem shows,F0151,137,rock and gem shows,137_Q00926_1497_1.jpg,137_Q00926_1497_2.jpg,137_Q00926_1497_3.jpg,137_Q03409_428_1.jpg,137_Q03409_428_2.jpg,137_Q03409_428_3.jpg,Learn about rock and gem shows and other related venues in Washington and nearby areas.
592,contact information for Jax Chemical Company,F0152,138,jax chemical company,138_Q01678_450_1.jpg,138_Q01678_450_2.jpg,138_Q01678_450_3.jpg,138_Q01634_1649_1.jpg,138_Q01634_1649_2.jpg,138_Q01634_1649_3.jpg,Getting contact information for Jax Chemical Company.
593,contact information for Jax Chemical Company,F0152,138,jax chemical company,138_Q04475_533_1.jpg,138_Q04475_533_2.jpg,138_Q04475_533_3.jpg,138_Q01732_2088_1.jpg,138_Q01732_2088_2.jpg,138_Q01732_2088_3.jpg,The user wants contact information for Jax Chemical Company.
594,contact information for Jax Chemical Company,F0152,138,jax chemical company,138_Q01678_450_1.jpg,138_Q01678_450_2.jpg,138_Q01678_450_3.jpg,138_Q01634_1649_1.jpg,138_Q01634_1649_2.jpg,138_Q01634_1649_3.jpg,Obtain contact information for Jax Chemical Company.
595,find the home page of the Jax Chemical Company,F0153,138,jax chemical company,138_Q01636_1678_1.jpg,138_Q01636_1678_2.jpg,138_Q01636_1678_3.jpg,138_Q04476_534_1.jpg,138_Q04476_534_2.jpg,138_Q04476_534_3.jpg,Find the home page of the Jax Chemical Company.
596,find the home page of the Jax Chemical Company,F0153,138,jax chemical company,138_Q01636_1678_1.jpg,138_Q01636_1678_2.jpg,138_Q01636_1678_3.jpg,138_Q04476_534_1.jpg,138_Q04476_534_2.jpg,138_Q04476_534_3.jpg,Locate the home page of the Jax Chemical Company.
597,find the home page of the Jax Chemical Company,F0153,138,jax chemical company,138_Q01636_1678_1.jpg,138_Q01636_1678_2.jpg,138_Q01636_1678_3.jpg,138_Q03771_1732_1.jpg,138_Q03771_1732_2.jpg,138_Q03771_1732_3.jpg,Find the home page of the Jax Chemical Company.
598,find the home page of the Jax Chemical Company,F0153,138,jax chemical company,138_Q01636_1678_1.jpg,138_Q01636_1678_2.jpg,138_Q01636_1678_3.jpg,138_Q01678_450_1.jpg,138_Q01678_450_2.jpg,138_Q01678_450_3.jpg,Locate the main website of Jax Chemical Company.
599,find the home page of the Jax Chemical Company,F0153,138,jax chemical company,138_Q01636_1678_1.jpg,138_Q01636_1678_2.jpg,138_Q01636_1678_3.jpg,138_Q03907_2611_1.jpg,138_Q03907_2611_2.jpg,138_Q03907_2611_3.jpg,Locate the official website of Jax Chemical Company.
600,find the home page of the Jax Chemical Company,F0153,138,jax chemical company,138_Q01636_1678_1.jpg,138_Q01636_1678_2.jpg,138_Q01636_1678_3.jpg,138_Q01678_450_1.jpg,138_Q01678_450_2.jpg,138_Q01678_450_3.jpg,Wants to find the main website for Jax Chemical Company.
601,find the home page of the Jax Chemical Company,F0153,138,jax chemical company,138_Q01636_1678_1.jpg,138_Q01636_1678_2.jpg,138_Q01636_1678_3.jpg,138_Q01678_450_1.jpg,138_Q01678_450_2.jpg,138_Q01678_450_3.jpg,Looking for the home page of Jax Chemical Company's website.
602,find the home page of the Jax Chemical Company,F0153,138,jax chemical company,138_Q01636_1678_1.jpg,138_Q01636_1678_2.jpg,138_Q01636_1678_3.jpg,138_Q01732_2088_1.jpg,138_Q01732_2088_2.jpg,138_Q01732_2088_3.jpg,Locate the official homepage of Jax Chemical Company.
603,find the home page of the Jax Chemical Company,F0153,138,jax chemical company,138_Q01636_1678_1.jpg,138_Q01636_1678_2.jpg,138_Q01636_1678_3.jpg,138_Q01762_552_1.jpg,138_Q01762_552_2.jpg,138_Q01762_552_3.jpg,Locate the official website for Jax Chemical Company.
604,find the home page of the Jax Chemical Company,F0153,138,jax chemical company,138_Q01636_1678_1.jpg,138_Q01636_1678_2.jpg,138_Q01636_1678_3.jpg,138_Q01634_1649_1.jpg,138_Q01634_1649_2.jpg,138_Q01634_1649_3.jpg,Locate the website of Jax Chemical Company.
605,find the home page of the Jax Chemical Company,F0153,138,jax chemical company,138_Q01636_1678_1.jpg,138_Q01636_1678_2.jpg,138_Q01636_1678_3.jpg,138_Q01732_2088_1.jpg,138_Q01732_2088_2.jpg,138_Q01732_2088_3.jpg,Locate the main website of Jax Chemical Company.
606,find the home page of the Jax Chemical Company,F0153,138,jax chemical company,138_Q01636_1678_1.jpg,138_Q01636_1678_2.jpg,138_Q01636_1678_3.jpg,138_Q01678_450_1.jpg,138_Q01678_450_2.jpg,138_Q01678_450_3.jpg,Locate the main website of Jax Chemical Company for information.
607,What type of surface treatment products does Jax Chemical Company manufacture?,F0154,138,jax chemical company,138_Q01762_552_1.jpg,138_Q01762_552_2.jpg,138_Q01762_552_3.jpg,138_Q01690_2659_1.jpg,138_Q01690_2659_2.jpg,138_Q01690_2659_3.jpg,Learn about the surface treatments offered by Jax Chemical Company.
608,What type of surface treatment products does Jax Chemical Company manufacture?,F0154,138,jax chemical company,138_Q04473_531_1.jpg,138_Q04473_531_2.jpg,138_Q04473_531_3.jpg,138_Q01609_791_1.jpg,138_Q01609_791_2.jpg,138_Q01609_791_3.jpg,The user is interested in knowing about the types of surface treatment products manufactured by Jax Chemical Company.
609,What type of surface treatment products does Jax Chemical Company manufacture?,F0154,138,jax chemical company,138_Q04473_531_1.jpg,138_Q04473_531_2.jpg,138_Q04473_531_3.jpg,138_Q01609_791_1.jpg,138_Q01609_791_2.jpg,138_Q01609_791_3.jpg,Inquire about the types of surface treatment products manufactured by Jax Chemical Company.
610,What type of surface treatment products does Jax Chemical Company manufacture?,F0154,138,jax chemical company,138_Q01018_446_1.jpg,138_Q01018_446_2.jpg,138_Q01018_446_3.jpg,138_Q01636_1678_1.jpg,138_Q01636_1678_2.jpg,138_Q01636_1678_3.jpg,Exploring information on surface treatment products produced by Jax Chemical Company.
611,What type of surface treatment products does Jax Chemical Company manufacture?,F0154,138,jax chemical company,138_Q03907_2611_1.jpg,138_Q03907_2611_2.jpg,138_Q03907_2611_3.jpg,138_Q01612_468_1.jpg,138_Q01612_468_2.jpg,138_Q01612_468_3.jpg,The user is interested in learning about the surface treatment products made by Jax Chemical Company.
