facet,facet_id,topic_id,topic,image1_1,image1_2,image1_3,image2_1,image2_2,image2_3,image3_1,image3_2,image3_3,query
"""Find information about the television series, """"Star Trek: Voyager""""""",F0983,79,voyager,79_Q01283_3596_1.jpg,79_Q01283_3596_2.jpg,79_Q01283_3596_3.jpg,79_Q03704_2236_1.jpg,79_Q03704_2236_2.jpg,79_Q03704_2236_3.jpg,79_Q00555_2317_1.jpg,79_Q00555_2317_2.jpg,79_Q00555_2317_3.jpg,Understanding what you are referring to besides a space-related topic.
I'm looking for nutrition and diet information for diabetics.,F0771,30,diabetes education,30_Q01409_2249_1.jpg,30_Q01409_2249_2.jpg,30_Q01409_2249_3.jpg,30_Q01809_1287_1.jpg,30_Q01809_1287_2.jpg,30_Q01809_1287_3.jpg,30_Q05234_1292_1.jpg,30_Q05234_1292_2.jpg,30_Q05234_1292_3.jpg,Gather nutrition and diet information for diabetics.
What is Madagascar known for?,F0467,211,what is madagascar known for,211_Q02280_3304_1.jpg,211_Q02280_3304_2.jpg,211_Q02280_3304_3.jpg,211_Q03676_2631_1.jpg,211_Q03676_2631_2.jpg,211_Q03676_2631_3.jpg,211_Q04157_215_1.jpg,211_Q04157_215_2.jpg,211_Q04157_215_3.jpg,Not interested in what food a location is famous for.
Who was Boris Pasternak and how did his life affect his book?,F0449,208,doctor zhivago,208_Q02248_2328_1.jpg,208_Q02248_2328_2.jpg,208_Q02248_2328_3.jpg,208_Q02122_1072_1.jpg,208_Q02122_1072_2.jpg,208_Q02122_1072_3.jpg,208_Q02645_2118_1.jpg,208_Q02645_2118_2.jpg,208_Q02645_2118_3.jpg,The user is not interested in a summary of the movie.
What is the relationship between Wilson's disease and zinc?,F0667,273,wilson's disease,273_Q02398_3750_1.jpg,273_Q02398_3750_2.jpg,273_Q02398_3750_3.jpg,273_Q04965_1023_1.jpg,273_Q04965_1023_2.jpg,273_Q04965_1023_3.jpg,273_Q04962_1020_1.jpg,273_Q04962_1020_2.jpg,273_Q04962_1020_3.jpg,The user is not interested in life expectancy information for the illness.
Which antibiotics are used to treat a tooth abscess.,F0596,253,tooth abscess,253_Q04648_706_1.jpg,253_Q04648_706_2.jpg,253_Q04648_706_3.jpg,253_Q04649_707_1.jpg,253_Q04649_707_2.jpg,253_Q04649_707_3.jpg,253_Q00970_954_1.jpg,253_Q00970_954_2.jpg,253_Q00970_954_3.jpg,The user is not interested in seeing examples of tooth abscesses.
What does the Barbados flag look like?,F0274,167,barbados,167_Q03179_2152_1.jpg,167_Q03179_2152_2.jpg,167_Q03179_2152_3.jpg,167_Q00150_2772_1.jpg,167_Q00150_2772_2.jpg,167_Q00150_2772_3.jpg,167_Q03375_2516_1.jpg,167_Q03375_2516_2.jpg,167_Q03375_2516_3.jpg,The user does not want a map of Barbados.
Find basic information about the dangers of asbestos.,F0076,117,dangers of asbestos,117_Q01297_3830_1.jpg,117_Q01297_3830_2.jpg,117_Q01297_3830_3.jpg,117_Q03386_3624_1.jpg,117_Q03386_3624_2.jpg,117_Q03386_3624_3.jpg,117_Q00142_1978_1.jpg,117_Q00142_1978_2.jpg,117_Q00142_1978_3.jpg,Requesting information about the symptoms associated with asbestos exposure.
What are the educational benefits of social networking sites?,F0746,293,educational advantages of social networking sites,293_Q00775_3372_1.jpg,293_Q00775_3372_2.jpg,293_Q00775_3372_3.jpg,293_Q03999_57_1.jpg,293_Q03999_57_2.jpg,293_Q03999_57_3.jpg,293_Q02818_3423_1.jpg,293_Q02818_3423_2.jpg,293_Q02818_3423_3.jpg,The user is not looking for career opportunities or educational learning online.
Where can I buy teddy bears wholesale?,F0608,255,teddy bears,255_Q04231_289_1.jpg,255_Q04231_289_2.jpg,255_Q04231_289_3.jpg,255_Q03380_3671_1.jpg,255_Q03380_3671_2.jpg,255_Q03380_3671_3.jpg,255_Q00845_3375_1.jpg,255_Q00845_3375_2.jpg,255_Q00845_3375_3.jpg,The user is indicating their current interests or focus areas.
I want to find a salvage or junk yard.,F1029,9,used car parts,9_Q03311_2590_1.jpg,9_Q03311_2590_2.jpg,9_Q03311_2590_3.jpg,9_Q02453_159_1.jpg,9_Q02453_159_2.jpg,9_Q02453_159_3.jpg,9_Q03770_312_1.jpg,9_Q03770_312_2.jpg,9_Q03770_312_3.jpg,Buy parts in person.
I'm looking for companies that manufacture residential toilets.,F0811,4,toilet,4_Q02875_522_1.jpg,4_Q02875_522_2.jpg,4_Q02875_522_3.jpg,4_Q04768_826_1.jpg,4_Q04768_826_2.jpg,4_Q04768_826_3.jpg,4_Q02663_201_1.jpg,4_Q02663_201_2.jpg,4_Q02663_201_3.jpg,The user is interested in information about toilet sizes.
Looking for locations and dates of rock and gem shows.,F0149,137,rock and gem shows,137_Q05546_1604_1.jpg,137_Q05546_1604_2.jpg,137_Q05546_1604_3.jpg,137_Q05551_1609_1.jpg,137_Q05551_1609_2.jpg,137_Q05551_1609_3.jpg,137_Q02445_1805_1.jpg,137_Q02445_1805_2.jpg,137_Q02445_1805_3.jpg,The user intends to avoid attending any shows at this time.
What's the difference between the GRE and the GMAT?,F0049,11,gmat prep classes,11_Q04747_805_1.jpg,11_Q04747_805_2.jpg,11_Q04747_805_3.jpg,11_Q01962_640_1.jpg,11_Q01962_640_2.jpg,11_Q01962_640_3.jpg,11_Q01524_1811_1.jpg,11_Q01524_1811_2.jpg,11_Q01524_1811_3.jpg,The user is not currently interested in GMAT preparation tips.
What are the ham radio call signs?,F0544,235,ham radio,235_Q03310_1559_1.jpg,235_Q03310_1559_2.jpg,235_Q03310_1559_3.jpg,235_Q03287_1675_1.jpg,235_Q03287_1675_2.jpg,235_Q03287_1675_3.jpg,235_Q03172_2055_1.jpg,235_Q03172_2055_2.jpg,235_Q03172_2055_3.jpg,Not interested in purchasing anything.
How do you identify carpenter bees and how are they different from other bees?,F0618,259,carpenter bee,259_Q03496_3377_1.jpg,259_Q03496_3377_2.jpg,259_Q03496_3377_3.jpg,259_Q05412_1470_1.jpg,259_Q05412_1470_2.jpg,259_Q05412_1470_3.jpg,259_Q02514_2244_1.jpg,259_Q02514_2244_2.jpg,259_Q02514_2244_3.jpg,The user has no interest in whether carpenter bees or skincare are dangerous.
What companies manufacture bidets?,F0814,4,toilet,4_Q01104_3410_1.jpg,4_Q01104_3410_2.jpg,4_Q01104_3410_3.jpg,4_Q04771_829_1.jpg,4_Q04771_829_2.jpg,4_Q04771_829_3.jpg,4_Q01378_1600_1.jpg,4_Q01378_1600_2.jpg,4_Q01378_1600_3.jpg,The user is not interested in toilet cleaners.
Find information on wind power companies.,F0433,206,wind power,206_Q02177_3388_1.jpg,206_Q02177_3388_2.jpg,206_Q02177_3388_3.jpg,206_Q00417_2394_1.jpg,206_Q00417_2394_2.jpg,206_Q00417_2394_3.jpg,206_Q04733_791_1.jpg,206_Q04733_791_2.jpg,206_Q04733_791_3.jpg,Understand advanced concepts or applications of wind power.
Find pictures of wind turbines used for wind power.,F0436,206,wind power,206_Q02678_2478_1.jpg,206_Q02678_2478_2.jpg,206_Q02678_2478_3.jpg,206_Q02177_3388_1.jpg,206_Q02177_3388_2.jpg,206_Q02177_3388_3.jpg,206_Q02562_1602_1.jpg,206_Q02562_1602_2.jpg,206_Q02562_1602_3.jpg,Understand more about wind energy in the United States.
What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q00342_1083_1.jpg,265_Q00342_1083_2.jpg,265_Q00342_1083_3.jpg,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,265_Q04358_416_1.jpg,265_Q04358_416_2.jpg,265_Q04358_416_3.jpg,The user's intent is to focus on the topic of F5 tornadoes.
I'm looking for web sites that do antique appraisals.,F0988,8,appraisals,8_Q05594_1652_1.jpg,8_Q05594_1652_2.jpg,8_Q05594_1652_3.jpg,8_Q02817_3807_1.jpg,8_Q02817_3807_2.jpg,8_Q02817_3807_3.jpg,8_Q03826_1426_1.jpg,8_Q03826_1426_2.jpg,8_Q03826_1426_3.jpg,Find information or documents related to real estate.
What are the benefits of an elliptical trainer compared to other fitness machines?,F0785,33,elliptical trainer,33_Q04887_945_1.jpg,33_Q04887_945_2.jpg,33_Q04887_945_3.jpg,33_Q00598_2521_1.jpg,33_Q00598_2521_2.jpg,33_Q00598_2521_3.jpg,33_Q01844_2810_1.jpg,33_Q01844_2810_2.jpg,33_Q01844_2810_3.jpg,The user is clarifying they are not interested in using one at home at the moment.
How are premature ventricular contractions treated?,F0937,68,pvc,68_Q02726_486_1.jpg,68_Q02726_486_2.jpg,68_Q02726_486_3.jpg,68_Q01147_2567_1.jpg,68_Q01147_2567_2.jpg,68_Q01147_2567_3.jpg,68_Q00360_53_1.jpg,68_Q00360_53_2.jpg,68_Q00360_53_3.jpg,Applications of PVC.
Find information about solar panels that I can install on my home.,F0836,45,solar panels,45_Q01792_1388_1.jpg,45_Q01792_1388_2.jpg,45_Q01792_1388_3.jpg,45_Q04666_724_1.jpg,45_Q04666_724_2.jpg,45_Q04666_724_3.jpg,45_Q04665_723_1.jpg,45_Q04665_723_2.jpg,45_Q04665_723_3.jpg,Gather information about solar panels for home installation.
Find episodes of ER I can download or watch online.,F1036,91,er tv show,91_Q04711_769_1.jpg,91_Q04711_769_2.jpg,91_Q04711_769_3.jpg,91_Q00635_3287_1.jpg,91_Q00635_3287_2.jpg,91_Q00635_3287_3.jpg,91_Q01122_3192_1.jpg,91_Q01122_3192_2.jpg,91_Q01122_3192_3.jpg,User is not interested in viewing the cast.
What are the diseases of the Norway Spruce?,F0735,290,norway spruce,290_Q01854_2382_1.jpg,290_Q01854_2382_2.jpg,290_Q01854_2382_3.jpg,290_Q04535_593_1.jpg,290_Q04535_593_2.jpg,290_Q04535_593_3.jpg,290_Q04538_596_1.jpg,290_Q04538_596_2.jpg,290_Q04538_596_3.jpg,The user is interested in results for a location other than Norway.
I'd like to order books or videos/CDs about how to construct adobe buildings.,F0065,114,adobe indian houses,114_Q02475_2562_1.jpg,114_Q02475_2562_2.jpg,114_Q02475_2562_3.jpg,114_Q04092_150_1.jpg,114_Q04092_150_2.jpg,114_Q04092_150_3.jpg,114_Q04094_152_1.jpg,114_Q04094_152_2.jpg,114_Q04094_152_3.jpg,The user does not express a clear intent in the given conversation.
What's in a computer science degree program?,F0269,166,computer programming,166_Q00785_2048_1.jpg,166_Q00785_2048_2.jpg,166_Q00785_2048_3.jpg,166_Q00631_212_1.jpg,166_Q00631_212_2.jpg,166_Q00631_212_3.jpg,166_Q05272_1330_1.jpg,166_Q05272_1330_2.jpg,166_Q05272_1330_3.jpg,The user is not interested in computer programming schools.
What is the relationship between Wilson's disease and zinc?,F0667,273,wilson's disease,273_Q02398_3750_1.jpg,273_Q02398_3750_2.jpg,273_Q02398_3750_3.jpg,273_Q02287_810_1.jpg,273_Q02287_810_2.jpg,273_Q02287_810_3.jpg,273_Q03404_2489_1.jpg,273_Q03404_2489_2.jpg,273_Q03404_2489_3.jpg,The user is not interested in discussing life expectancy for an illness.
What are typical and good ranges for SAT scores? What is the average score?,F1062,98,sat,98_Q01645_1517_1.jpg,98_Q01645_1517_2.jpg,98_Q01645_1517_3.jpg,98_Q04055_113_1.jpg,98_Q04055_113_2.jpg,98_Q04055_113_3.jpg,98_Q01845_1081_1.jpg,98_Q01845_1081_2.jpg,98_Q01845_1081_3.jpg,Gather information about SAT scores.
Find information about the element iron (Fe).,F0882,55,iron,55_Q01143_2679_1.jpg,55_Q01143_2679_2.jpg,55_Q01143_2679_3.jpg,55_Q05358_1416_1.jpg,55_Q05358_1416_2.jpg,55_Q05358_1416_3.jpg,55_Q02213_643_1.jpg,55_Q02213_643_2.jpg,55_Q02213_643_3.jpg,The user is not interested in purchasing an iron for clothes.
Take me to Rick Warren's homepage.,F0497,22,rick warren,22_Q04840_898_1.jpg,22_Q04840_898_2.jpg,22_Q04839_897_3.jpg,22_Q04837_895_1.jpg,22_Q04837_895_2.jpg,22_Q04837_895_3.jpg,22_Q00658_1579_1.jpg,22_Q00658_1579_2.jpg,22_Q00658_1579_3.jpg,Decline to see his kids.
Find information about the element iron (Fe).,F0882,55,iron,55_Q01143_2679_1.jpg,55_Q01143_2679_2.jpg,55_Q01143_2679_3.jpg,55_Q05358_1416_1.jpg,55_Q05358_1416_2.jpg,55_Q05358_1416_3.jpg,55_Q03511_1252_1.jpg,55_Q03511_1252_2.jpg,55_Q03511_1252_3.jpg,Not interested in purchasing an iron.
Find providers of satellite television.,F1067,99,satellite,99_Q01245_1593_1.jpg,99_Q01245_1593_2.jpg,99_Q01245_1593_3.jpg,99_Q05385_1443_1.jpg,99_Q05385_1443_2.jpg,99_Q05385_1443_3.jpg,99_Q05386_1444_1.jpg,99_Q05386_1444_2.jpg,99_Q05386_1444_3.jpg,Looking for satellite television providers.
What causes angular cheilitis?,F0207,152,angular cheilitis,152_Q04386_444_1.jpg,152_Q04386_444_2.jpg,152_Q04386_444_3.jpg,152_Q02076_669_1.jpg,152_Q02076_669_2.jpg,152_Q02076_669_3.jpg,152_Q00767_2715_1.jpg,152_Q00767_2715_2.jpg,152_Q00767_2715_3.jpg,The user wants to learn about angular cheilitis.
"Find information about Saturn's moon, Titan.",F1051,94,titan,94_Q04023_81_1.jpg,94_Q04023_81_2.jpg,94_Q04023_81_3.jpg,94_Q01160_1017_1.jpg,94_Q01160_1017_2.jpg,94_Q01160_1017_3.jpg,94_Q01291_3006_1.jpg,94_Q01291_3006_2.jpg,94_Q01291_3006_3.jpg,"Learn about Saturn's moon, Titan."
I'm looking for sites that announce new PlayStation 2 games.,F0731,29,ps 2 games,29_Q00980_1701_1.jpg,29_Q00980_1701_2.jpg,29_Q00980_1701_3.jpg,29_Q04894_952_1.jpg,29_Q04894_952_2.jpg,29_Q04894_952_3.jpg,29_Q04895_953_1.jpg,29_Q04895_953_2.jpg,29_Q04895_953_3.jpg,Determine interest in something other than PlayStation 2 game prices.
What are the benefits of yoga for kids?,F0722,289,benefits of yoga,289_Q00115_2162_1.jpg,289_Q00115_2162_2.jpg,289_Q00115_2162_3.jpg,289_Q01561_1165_1.jpg,289_Q01561_1165_2.jpg,289_Q01561_1165_3.jpg,289_Q00317_3884_1.jpg,289_Q00317_3884_2.jpg,289_Q00317_3884_3.jpg,No specific intent was expressed regarding a particular pose.
Find recipes for pork tenderloin marinades and dry rubs.,F0324,178,pork tenderloin,178_Q04526_584_1.jpg,178_Q04526_584_2.jpg,178_Q04526_584_3.jpg,178_Q03708_2221_1.jpg,178_Q03708_2221_2.jpg,178_Q03708_2221_3.jpg,178_Q01197_1028_1.jpg,178_Q01197_1028_2.jpg,178_Q01197_1028_3.jpg,Focused on finding pork tenderloin recipes.
Is pink slime used in school lunches?,F0764,299,pink slime in ground beef,299_Q04756_814_1.jpg,299_Q04756_814_2.jpg,299_Q04756_814_3.jpg,299_Q01310_2581_1.jpg,299_Q01310_2581_2.jpg,299_Q01310_2581_3.jpg,299_Q04760_818_1.jpg,299_Q04760_818_2.jpg,299_Q04760_818_3.jpg,The user has no interest in pink slime-related infographics.
What treatments are available for Barrett's Esophagus?,F0598,254,barrett's esophagus,254_Q03823_1710_1.jpg,254_Q03823_1710_2.jpg,254_Q03823_1710_3.jpg,254_Q02390_3414_1.jpg,254_Q02390_3414_2.jpg,254_Q02390_3414_3.jpg,254_Q02012_1270_1.jpg,254_Q02012_1270_2.jpg,254_Q02012_1270_3.jpg,Expressing disinterest in learning about Barrett's esophagus through images.
"Find information on the Hallmark Visitors Center in Kansas City, MO.",F0351,183,kansas city mo,183_Q03819_698_1.jpg,183_Q03819_698_2.jpg,183_Q03819_698_3.jpg,183_Q03638_1529_1.jpg,183_Q03638_1529_2.jpg,183_Q03638_1529_3.jpg,183_Q00776_2967_1.jpg,183_Q00776_2967_2.jpg,183_Q00776_2967_3.jpg,"The user declines to view a map of Kansas City, MO."
What is the next movie Nicolas Cage will appear in?,F0489,216,nicolas cage movies,216_Q00109_345_1.jpg,216_Q00109_345_2.jpg,216_Q00109_345_3.jpg,216_Q03973_31_1.jpg,216_Q03973_31_2.jpg,216_Q03973_31_3.jpg,216_Q03839_48_1.jpg,216_Q03839_48_2.jpg,216_Q03839_48_3.jpg,The user is not interested in a specific costar of a Nicolas Cage movie.
Find recipes for making chicken soup.,F0514,224,making chicken soup from scratch,224_Q00725_172_1.jpg,224_Q00725_172_2.jpg,224_Q00725_172_3.jpg,224_Q02529_292_1.jpg,224_Q02529_292_2.jpg,224_Q02529_292_3.jpg,224_Q04420_478_1.jpg,224_Q04420_478_2.jpg,224_Q04420_478_3.jpg,The user is not seeking information about chicken soup ingredients.
What is the relationship between Ozzie Guillen and Fidel Castro?,F0719,288,fidel castro,288_Q01512_2416_1.jpg,288_Q01512_2416_2.jpg,288_Q01512_2416_3.jpg,288_Q05007_1065_1.jpg,288_Q05007_1065_2.jpg,288_Q05007_1065_3.jpg,288_Q05006_1064_1.jpg,288_Q05006_1064_2.jpg,288_Q05006_1064_3.jpg,The user is not interested in the topic of Fidel Castro's administration.
What are the diseases of the Norway Spruce?,F0735,290,norway spruce,290_Q01854_2382_1.jpg,290_Q01854_2382_2.jpg,290_Q01854_2382_3.jpg,290_Q00506_3843_1.jpg,290_Q00506_3843_2.jpg,290_Q00506_3843_3.jpg,290_Q03338_2315_1.jpg,290_Q03338_2315_2.jpg,290_Q03338_2315_3.jpg,The intent is to find information that is not related to Norway.
Find the homepage for the athletics department at Mitchell College.,F0853,5,mitchell college,5_Q04403_461_1.jpg,5_Q04403_461_2.jpg,5_Q04403_461_3.jpg,5_Q02662_2762_1.jpg,5_Q02662_2762_2.jpg,5_Q02662_2762_3.jpg,5_Q00945_2798_1.jpg,5_Q00945_2798_2.jpg,5_Q00945_2798_3.jpg,Not interested in learning about Mitchell College's interior.
Find information on kiwi fruit.,F0960,74,kiwi,74_Q04148_206_1.jpg,74_Q04148_206_2.jpg,74_Q04148_206_3.jpg,74_Q04147_205_1.jpg,74_Q04147_205_2.jpg,74_Q04147_205_3.jpg,74_Q00903_449_1.jpg,74_Q00903_449_2.jpg,74_Q00903_449_3.jpg,The user is not interested in receiving a list of things called kiwi.
Find specific events in New York City connected to Poem In Your Pocket Day.,F0081,118,poem in your pocket day,118_Q00414_2279_1.jpg,118_Q00414_2279_2.jpg,118_Q00414_2279_3.jpg,118_Q01677_1748_1.jpg,118_Q01677_1748_2.jpg,118_Q01677_1748_3.jpg,118_Q04131_189_1.jpg,118_Q04131_189_2.jpg,118_Q04131_189_3.jpg,The user is not interested in Canadian holidays.
What is the home port for the USS Carl Vinson?,F0426,202,uss carl vinson,202_Q00508_1281_1.jpg,202_Q00508_1281_2.jpg,202_Q00508_1281_3.jpg,202_Q03106_9_1.jpg,202_Q03106_9_2.jpg,202_Q03106_9_3.jpg,202_Q02988_2687_1.jpg,202_Q02988_2687_2.jpg,202_Q02988_2687_3.jpg,The user's intent is not to focus on the topic of airplanes on the USS Carl Vinson.
What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q03024_1300_1.jpg,265_Q03024_1300_2.jpg,265_Q03024_1300_3.jpg,265_Q02532_1932_1.jpg,265_Q02532_1932_2.jpg,265_Q02532_1932_3.jpg,265_Q03108_2501_1.jpg,265_Q03108_2501_2.jpg,265_Q03108_2501_3.jpg,The user is not interested in learning about any tornadoes right now.
What are the symptoms of carpal tunnel syndrome (CTS)?,F0473,213,carpal tunnel syndrome,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,213_Q05616_1674_1.jpg,213_Q05616_1674_2.jpg,213_Q05616_1674_3.jpg,213_Q05613_1671_1.jpg,213_Q05613_1671_2.jpg,213_Q05613_1671_3.jpg,The user is not interested in treatment or management options.
Find restaurants in Hoboken.,F0791,35,hoboken,35_Q00879_3428_1.jpg,35_Q00879_3428_2.jpg,284_Q02914_3427_3.jpg,35_Q01831_2022_1.jpg,35_Q01831_2022_2.jpg,35_Q01831_2022_3.jpg,35_Q04976_1034_1.jpg,35_Q04976_1034_2.jpg,35_Q04976_1034_3.jpg,The user wants something unrelated to Hoboken Medical Center.
Take me to the NIH National Diabetes Education Program homepage.,F0769,30,diabetes education,30_Q05235_1293_1.jpg,30_Q05235_1293_2.jpg,30_Q05235_1293_3.jpg,30_Q01404_3115_1.jpg,30_Q01404_3115_2.jpg,30_Q01404_3115_3.jpg,30_Q01945_264_1.jpg,30_Q01945_264_2.jpg,30_Q01945_264_3.jpg,No specific intent was conveyed.
What movies has Nicolas Cage appeared in?,F0488,216,nicolas cage movies,216_Q03975_33_1.jpg,216_Q03975_33_2.jpg,216_Q03975_33_3.jpg,216_Q02949_511_1.jpg,216_Q02949_511_2.jpg,216_Q02949_511_3.jpg,216_Q03972_30_1.jpg,216_Q03972_30_2.jpg,216_Q03972_30_3.jpg,The user is not interested in finding streaming options for Nicolas Cage movies.
I want to find free printable maps.,F0122,13,map,13_Q03845_1253_1.jpg,13_Q03845_1253_2.jpg,13_Q03845_1253_3.jpg,13_Q00715_2648_1.jpg,13_Q00715_2648_2.jpg,13_Q00715_2648_3.jpg,13_Q01896_2011_1.jpg,13_Q01896_2011_2.jpg,13_Q01896_2011_3.jpg,User intent is not to see the Google Maps homepage.
Find instructions for grilling chicken.,F0245,160,grilling,160_Q01979_2885_1.jpg,160_Q01979_2885_2.jpg,160_Q01979_2885_3.jpg,160_Q01207_1128_1.jpg,160_Q01207_1128_2.jpg,160_Q01207_1128_3.jpg,160_Q02162_1777_1.jpg,160_Q02162_1777_2.jpg,160_Q02162_1777_3.jpg,Not interested in grilling meat.
What is a raspberry pi?,F0418,201,raspberry pi,201_Q00365_741_1.jpg,201_Q00365_741_2.jpg,201_Q00365_741_3.jpg,201_Q00497_1325_1.jpg,201_Q00497_1325_2.jpg,201_Q00497_1325_3.jpg,201_Q04450_508_1.jpg,201_Q04450_508_2.jpg,201_Q04450_508_3.jpg,The user is not interested in raspberry pi projects.
How and where do carpenter bees make their nests?,F0619,259,carpenter bee,259_Q05416_1474_1.jpg,259_Q05416_1474_2.jpg,259_Q05416_1474_3.jpg,259_Q02891_3676_1.jpg,259_Q02891_3676_2.jpg,259_Q02891_3676_3.jpg,259_Q02146_1825_1.jpg,259_Q02146_1825_2.jpg,259_Q02146_1825_3.jpg,Express disinterest in exterminating carpenter bees.
What are the concerns with extracting an abscessed tooth?,F0595,253,tooth abscess,253_Q04650_708_1.jpg,253_Q04650_708_2.jpg,253_Q04650_708_3.jpg,253_Q02483_995_1.jpg,253_Q02483_995_2.jpg,253_Q02483_995_3.jpg,253_Q04647_705_1.jpg,253_Q04647_705_2.jpg,253_Q04647_705_3.jpg,Avoid information about tooth abscesses.
What are the causes of BPH?,F0443,207,bph treatment,207_Q00520_3631_1.jpg,207_Q00520_3631_2.jpg,207_Q00520_3631_3.jpg,207_Q03368_1442_1.jpg,207_Q03368_1442_2.jpg,207_Q03368_1442_3.jpg,207_Q02270_2105_1.jpg,207_Q02270_2105_2.jpg,207_Q02270_2105_3.jpg,The user is not interested in treatment side effects.
Find a picture of a raspberry pi.,F0423,201,raspberry pi,201_Q02709_2838_1.jpg,201_Q02709_2838_2.jpg,201_Q02709_2838_3.jpg,201_Q04449_507_1.jpg,201_Q04449_507_2.jpg,201_Q04449_507_3.jpg,201_Q04450_508_1.jpg,201_Q04450_508_2.jpg,201_Q04450_508_3.jpg,Seek information about the memory options available for the Raspberry Pi.
Find an explanation of the different types of joints used in woodworking.,F0996,82,joints,82_Q03462_2709_1.jpg,82_Q03462_2709_2.jpg,82_Q03462_2709_3.jpg,82_Q03387_3244_1.jpg,82_Q03387_3244_2.jpg,82_Q03387_3244_3.jpg,82_Q02881_2490_1.jpg,82_Q02881_2490_2.jpg,82_Q02881_2490_3.jpg,The user's intent is not explicitly stated.
Who are Fidel Castro's family members?,F0721,288,fidel castro,288_Q01497_1956_1.jpg,288_Q01497_1956_2.jpg,288_Q01497_1956_3.jpg,288_Q01728_3063_1.jpg,288_Q01728_3063_2.jpg,288_Q01728_3063_3.jpg,288_Q05008_1066_1.jpg,288_Q05008_1066_2.jpg,288_Q05008_1066_3.jpg,Learn about Cuba under Fidel Castro's leadership.
Find providers of satellite internet service.,F1069,99,satellite,99_Q05386_1444_1.jpg,99_Q05386_1444_2.jpg,99_Q05386_1444_3.jpg,99_Q01965_1044_1.jpg,99_Q01965_1044_2.jpg,99_Q01965_1044_3.jpg,99_Q05381_1439_1.jpg,99_Q05381_1439_2.jpg,99_Q05381_1439_3.jpg,None
Locate information about teddy bears by Steiff.,F0607,255,teddy bears,255_Q04228_286_1.jpg,255_Q04228_286_2.jpg,255_Q04228_286_3.jpg,255_Q01478_2061_1.jpg,255_Q01478_2061_2.jpg,255_Q01478_2061_3.jpg,255_Q00092_503_1.jpg,255_Q00092_503_2.jpg,255_Q00092_503_3.jpg,Viewing other content or information
What are the symptoms of von Willebrand Disease?,F0101,123,von willebrand disease,123_Q01994_1549_1.jpg,123_Q01994_1549_2.jpg,123_Q01994_1549_3.jpg,123_Q01821_3020_1.jpg,123_Q01821_3020_2.jpg,123_Q01821_3020_3.jpg,123_Q03091_824_1.jpg,123_Q03091_824_2.jpg,123_Q03091_824_3.jpg,The user is seeking information about von Willebrand disease but not about its cause.
"""Who said """"all men are created equal""""?""",F0134,133,all men are created equal,133_Q03763_2863_1.jpg,133_Q03763_2863_2.jpg,133_Q03763_2863_3.jpg,133_Q03514_3165_1.jpg,133_Q03514_3165_2.jpg,133_Q03514_3165_3.jpg,133_Q03101_3004_1.jpg,133_Q03101_3004_2.jpg,133_Q03101_3004_3.jpg,The user is not interested in learning about the Declaration of Independence.
Find background information about man-made satellites.,F1065,99,satellite,99_Q01336_1173_1.jpg,99_Q01336_1173_2.jpg,99_Q01336_1173_3.jpg,99_Q00678_2796_1.jpg,99_Q00678_2796_2.jpg,99_Q00678_2796_3.jpg,99_Q00298_2429_1.jpg,99_Q00298_2429_2.jpg,99_Q00298_2429_3.jpg,Gathering information about man-made satellites.
"Find a history of Hangul, the Korean writing system.",F0925,65,korean language,65_Q01461_2210_1.jpg,65_Q01461_2210_2.jpg,65_Q01461_2210_3.jpg,65_Q00274_708_1.jpg,65_Q00274_708_2.jpg,65_Q00274_708_3.jpg,65_Q00772_1018_1.jpg,65_Q00772_1018_2.jpg,65_Q00772_1018_3.jpg,"Not applicable, as the user has expressed no particular intent in the conversation provided."
Find information on making homemade hair dye products.,F0535,233,hair dye,233_Q00267_3354_1.jpg,233_Q00267_3354_2.jpg,233_Q00267_3354_3.jpg,233_Q05057_1115_1.jpg,233_Q05057_1115_2.jpg,233_Q05057_1115_3.jpg,233_Q03662_1045_1.jpg,233_Q03662_1045_2.jpg,233_Q03662_1045_3.jpg,Not interested in learning how to use a hair dye.
What treatments are available for Barrett's Esophagus?,F0598,254,barrett's esophagus,254_Q03823_1710_1.jpg,254_Q03823_1710_2.jpg,254_Q03823_1710_3.jpg,254_Q00392_224_1.jpg,254_Q00392_224_2.jpg,254_Q00392_224_3.jpg,254_Q00559_26_1.jpg,254_Q00559_26_2.jpg,254_Q00559_26_3.jpg,No explicit intent expressed.
Find pictures of flowering plants.,F0751,294,flowering plants,294_Q02469_3104_1.jpg,294_Q02469_3104_2.jpg,294_Q02469_3104_3.jpg,294_Q02507_3896_1.jpg,294_Q02507_3896_2.jpg,294_Q02507_3896_3.jpg,294_Q00207_3528_1.jpg,294_Q00207_3528_2.jpg,294_Q00207_3528_3.jpg,Not interested in evolution.
