facet,facet_id,topic_id,topic,image1_1,image1_2,image1_3,image2_1,image2_2,image2_3,image3_1,image3_2,image3_3,image4_1,image4_2,image4_3,query
How and where do carpenter bees make their nests?,F0619,259,carpenter bee,259_Q02178_2857_1.jpg,259_Q02178_2857_2.jpg,259_Q02178_2857_3.jpg,259_Q01010_679_1.jpg,259_Q01010_679_2.jpg,259_Q01010_679_3.jpg,259_Q05412_1470_1.jpg,259_Q05412_1470_2.jpg,259_Q05412_1470_3.jpg,259_Q03496_3377_1.jpg,259_Q03496_3377_2.jpg,259_Q03496_3377_3.jpg,Not interested in knowing the benefit of carpenter bees.
I'm looking for sites that announce new PlayStation 2 games.,F0731,29,ps 2 games,29_Q04892_950_1.jpg,29_Q04892_950_2.jpg,29_Q04892_950_3.jpg,29_Q02580_3348_1.jpg,29_Q02580_3348_2.jpg,29_Q02580_3348_3.jpg,29_Q03065_3683_1.jpg,29_Q03065_3683_2.jpg,29_Q03065_3683_3.jpg,29_Q04894_952_1.jpg,29_Q04894_952_2.jpg,29_Q04894_952_3.jpg,The user is not interested in cheap used PS2 games.
What are the best ways of disposing of dog waste?,F0386,193,dog clean up bags,193_Q01051_727_1.jpg,193_Q01051_727_2.jpg,193_Q01051_727_3.jpg,193_Q04993_1051_1.jpg,193_Q04993_1051_2.jpg,193_Q04993_1051_3.jpg,193_Q03049_183_1.jpg,193_Q03049_183_2.jpg,193_Q03049_183_3.jpg,193_Q03675_2117_1.jpg,193_Q03675_2117_2.jpg,193_Q03675_2117_3.jpg,Looking for disposal options.
What do moth eggs look like?,F0920,64,moths,64_Q00326_3237_1.jpg,64_Q00326_3237_2.jpg,64_Q00326_3237_3.jpg,64_Q04282_340_1.jpg,64_Q04282_340_2.jpg,64_Q04282_340_3.jpg,64_Q01159_388_1.jpg,64_Q01159_388_2.jpg,64_Q01159_388_3.jpg,64_Q04286_344_1.jpg,64_Q04286_344_2.jpg,64_Q04286_344_3.jpg,The user is not interested in the moth life cycle.
What are the rules for a 403b retirement plan?,F0203,151,403b,151_Q03348_3475_1.jpg,151_Q03348_3475_2.jpg,151_Q03348_3475_3.jpg,151_Q04004_62_1.jpg,151_Q04004_62_2.jpg,151_Q04004_62_3.jpg,151_Q01370_3437_1.jpg,151_Q01370_3437_2.jpg,151_Q01370_3437_3.jpg,151_Q04006_64_1.jpg,151_Q04006_64_2.jpg,151_Q04006_64_3.jpg,Not interested in finding retirement financial advisors.
What is the relationship between Wilson's disease and zinc?,F0667,273,wilson's disease,273_Q02938_291_1.jpg,273_Q02938_291_2.jpg,273_Q02938_291_3.jpg,273_Q02441_1758_1.jpg,273_Q02441_1758_2.jpg,273_Q02441_1758_3.jpg,273_Q02449_3116_1.jpg,273_Q02449_3116_2.jpg,273_Q02449_3116_3.jpg,273_Q01096_87_1.jpg,273_Q01096_87_2.jpg,273_Q01096_87_3.jpg,The user is seeking information about medications for Wilson's disease.
Where can I buy a used or discounted elliptical trainer?,F0784,33,elliptical trainer,33_Q00598_2521_1.jpg,33_Q00598_2521_2.jpg,33_Q00598_2521_3.jpg,33_Q04886_944_1.jpg,33_Q04886_944_2.jpg,33_Q04885_943_3.jpg,33_Q00766_936_1.jpg,33_Q00766_936_2.jpg,33_Q00766_936_3.jpg,33_Q00701_914_1.jpg,33_Q00701_914_2.jpg,33_Q00701_914_3.jpg,The user is responding to a query.
How are butter and margarine made?,F0109,125,butter and margarine,125_Q01176_2198_1.jpg,125_Q01176_2198_2.jpg,125_Q01176_2198_3.jpg,125_Q03448_2319_1.jpg,125_Q03448_2319_2.jpg,125_Q03448_2319_3.jpg,125_Q03874_3540_1.jpg,125_Q03874_3540_2.jpg,125_Q03874_3540_3.jpg,125_Q03594_381_1.jpg,125_Q03594_381_2.jpg,125_Q03594_381_3.jpg,The user is not interested in using butter and margarine in baking.
"How has the flooding that resulted from hurricane Irene affected Manville, NJ?",F0533,232,hurricane Irene flooding in manville nj,232_Q03931_245_1.jpg,232_Q03931_245_2.jpg,232_Q03931_245_3.jpg,232_Q01466_1658_1.jpg,232_Q01466_1658_2.jpg,232_Q01466_1658_3.jpg,232_Q04671_729_1.jpg,232_Q04671_729_2.jpg,232_Q04671_729_3.jpg,232_Q02256_114_1.jpg,232_Q02256_114_2.jpg,232_Q02256_114_3.jpg,Express interest in content unrelated to Hurricane Irene and floods.
What states levy a tax against tangible personal property?,F0183,147,tangible personal property tax,147_Q04508_566_1.jpg,147_Q04508_566_2.jpg,147_Q04508_566_3.jpg,147_Q02199_516_1.jpg,147_Q02199_516_2.jpg,147_Q02199_516_3.jpg,147_Q02353_2010_1.jpg,147_Q02353_2010_2.jpg,147_Q02353_2010_3.jpg,147_Q03815_3509_1.jpg,147_Q03815_3509_2.jpg,147_Q03815_3509_3.jpg,No intent to learn about tangible personal property tax.
Find information about tendinitis in the forearms.,F1019,88,forearm pain,88_Q02487_1129_1.jpg,88_Q02487_1129_2.jpg,88_Q02487_1129_3.jpg,88_Q05045_1103_1.jpg,88_Q05045_1103_2.jpg,88_Q05045_1103_3.jpg,88_Q01540_1885_1.jpg,88_Q01540_1885_2.jpg,88_Q01540_1885_3.jpg,88_Q02670_2799_1.jpg,88_Q02670_2799_2.jpg,88_Q02670_2799_3.jpg,Expressing concern about forearm pain possibly related to sports activities.
How do you dispute credit report information?,F0358,185,credit report,185_Q02095_760_1.jpg,185_Q02095_760_2.jpg,185_Q02095_760_3.jpg,185_Q02647_265_1.jpg,185_Q02647_265_2.jpg,185_Q02647_265_3.jpg,185_Q01396_500_1.jpg,185_Q01396_500_2.jpg,185_Q01396_500_3.jpg,185_Q04877_935_1.jpg,185_Q04877_935_2.jpg,185_Q04877_935_3.jpg,The user is not specifying any particular intent.
Find information on the artwork used on rock music album covers.,F0312,174,rock art,174_Q03440_1704_1.jpg,174_Q03440_1704_2.jpg,174_Q03440_1704_3.jpg,174_Q02096_1790_1.jpg,174_Q02096_1790_2.jpg,174_Q02096_1790_3.jpg,174_Q05001_1059_1.jpg,174_Q05001_1059_2.jpg,174_Q05001_1059_3.jpg,174_Q04998_1056_1.jpg,174_Q04998_1056_2.jpg,174_Q04998_1056_3.jpg,The user prefers not to discuss rock music.
Find biographical information about former Secretary of State Condoleeza Rice.,F1055,96,rice,96_Q05156_1214_1.jpg,96_Q05156_1214_2.jpg,96_Q05156_1214_3.jpg,96_Q02080_3381_1.jpg,96_Q02080_3381_2.jpg,96_Q02080_3381_3.jpg,96_Q02325_812_1.jpg,96_Q02325_812_2.jpg,96_Q02325_812_3.jpg,96_Q05153_1211_1.jpg,96_Q05153_1211_2.jpg,96_Q05153_1211_3.jpg,The user wants to avoid seeing Mexican rice.
Find tips and charts for counting calories while dieting.,F0976,78,dieting,78_Q04352_410_1.jpg,78_Q04352_410_2.jpg,78_Q04352_410_3.jpg,78_Q00800_158_1.jpg,78_Q00800_158_2.jpg,78_Q00800_158_3.jpg,78_Q04353_411_1.jpg,78_Q04353_411_2.jpg,78_Q04353_411_3.jpg,78_Q04354_412_1.jpg,78_Q04354_412_2.jpg,78_Q04354_412_3.jpg,Not interested in learning about different forms of dieting.
Find information about worms in nature.,F0908,61,worm,61_Q03642_898_1.jpg,61_Q03642_898_2.jpg,61_Q03642_898_3.jpg,61_Q04152_210_1.jpg,61_Q04152_210_2.jpg,61_Q04152_210_3.jpg,61_Q00873_3401_1.jpg,61_Q00873_3401_2.jpg,61_Q00873_3401_3.jpg,61_Q00346_2421_1.jpg,61_Q00346_2421_2.jpg,61_Q00346_2421_3.jpg,The user is not interested in learning about conficker.
What is the relationship between Wilson's disease and zinc?,F0667,273,wilson's disease,273_Q04965_1023_1.jpg,273_Q04965_1023_2.jpg,273_Q04965_1023_3.jpg,273_Q03507_2471_1.jpg,273_Q03507_2471_2.jpg,273_Q03507_2471_3.jpg,273_Q04962_1020_1.jpg,273_Q04962_1020_2.jpg,273_Q04962_1020_3.jpg,273_Q02725_1084_1.jpg,273_Q02725_1084_2.jpg,273_Q02725_1084_3.jpg,The user is not interested in discussing the symptoms of Wilson's Disease.
Find comparisons of Sun Tzu and Machiavelli.,F0655,270,sun tzu,270_Q03873_2701_1.jpg,270_Q03873_2701_2.jpg,270_Q03873_2701_3.jpg,270_Q01177_3174_1.jpg,270_Q01177_3174_2.jpg,270_Q01177_3174_3.jpg,270_Q02724_2058_1.jpg,270_Q02724_2058_2.jpg,270_Q02724_2058_3.jpg,270_Q02687_1489_1.jpg,270_Q02687_1489_2.jpg,270_Q02687_1489_3.jpg,The user's intent is to express disinterest in seeing quotes by Sun Tzu.
What are the symptoms of Wilson's disease?,F0666,273,wilson's disease,273_Q04966_1024_1.jpg,273_Q04966_1024_2.jpg,273_Q04966_1024_3.jpg,273_Q02441_1758_1.jpg,273_Q02441_1758_2.jpg,273_Q02441_1758_3.jpg,273_Q01836_3753_1.jpg,273_Q01836_3753_2.jpg,273_Q01836_3753_3.jpg,273_Q02253_1386_1.jpg,273_Q02253_1386_2.jpg,273_Q02253_1386_3.jpg,The user is interested in understanding Wilson's Disease but not in its treatment options.
Find information about a lump in the throat caused by the thyroid.,F0547,237,lump in throat,237_Q03843_2499_1.jpg,237_Q03843_2499_2.jpg,237_Q03843_2499_3.jpg,237_Q03456_413_1.jpg,237_Q03456_413_2.jpg,237_Q03456_413_3.jpg,237_Q00294_1061_1.jpg,237_Q00294_1061_2.jpg,237_Q00294_1061_3.jpg,237_Q03326_3292_1.jpg,237_Q03326_3292_2.jpg,237_Q03326_3292_3.jpg,"The user is not interested in seeing foods associated with ""this."""
"""Find commentary on Sun Tzu's """"The Art of War"""".""",F0653,270,sun tzu,270_Q03497_3037_1.jpg,270_Q03497_3037_2.jpg,270_Q03497_3037_3.jpg,270_Q01177_3174_1.jpg,270_Q01177_3174_2.jpg,270_Q01177_3174_3.jpg,270_Q04161_219_1.jpg,270_Q04161_219_2.jpg,270_Q04161_219_3.jpg,270_Q03044_2981_1.jpg,270_Q03044_2981_2.jpg,270_Q03044_2981_3.jpg,Determining the person's ethnic background isn't the priority.
Where can I find organic or chemical free hair dye products?,F0536,233,hair dye,233_Q00220_702_1.jpg,233_Q00220_702_2.jpg,233_Q00220_702_3.jpg,233_Q01556_143_1.jpg,233_Q01556_143_2.jpg,233_Q01556_143_3.jpg,233_Q00267_3354_1.jpg,233_Q00267_3354_2.jpg,233_Q00267_3354_3.jpg,233_Q03504_1502_1.jpg,233_Q03504_1502_2.jpg,233_Q03504_1502_3.jpg,Hair dye application and removal.
What restaurants use pink slime?,F0761,299,pink slime in ground beef,299_Q02130_2691_1.jpg,299_Q02130_2691_2.jpg,299_Q02130_2691_3.jpg,299_Q04755_813_1.jpg,299_Q04755_813_2.jpg,299_Q04755_813_3.jpg,299_Q03911_1586_1.jpg,299_Q03911_1586_2.jpg,299_Q03911_1586_3.jpg,299_Q02265_1230_1.jpg,299_Q02265_1230_2.jpg,299_Q02265_1230_3.jpg,The user is not interested in whether pink slime is used in school canteens.
How can I purchase an Afghanistan flag?,F0567,243,afghanistan flag,243_Q03502_3841_1.jpg,243_Q03502_3841_2.jpg,243_Q03502_3841_3.jpg,243_Q02666_968_1.jpg,243_Q02666_968_2.jpg,243_Q02666_968_3.jpg,243_Q02448_3713_1.jpg,243_Q02448_3713_2.jpg,243_Q02448_3713_3.jpg,243_Q03588_3138_1.jpg,243_Q03588_3138_2.jpg,243_Q03588_3138_3.jpg,Not interested in information about the Afghanistan flag.
Who holds the NBA career scoring record?,F0505,220,nba records,220_Q00665_1764_1.jpg,220_Q00665_1764_2.jpg,220_Q00665_1764_3.jpg,220_Q00013_1771_1.jpg,220_Q00013_1771_2.jpg,220_Q00013_1771_3.jpg,220_Q02595_3902_1.jpg,220_Q02595_3902_2.jpg,220_Q02595_3902_3.jpg,220_Q02683_1877_1.jpg,220_Q02683_1877_2.jpg,220_Q02683_1877_3.jpg,The user is searching for something other than a site or chart.
opinions regarding the insider trading case brought against Martha Stewart,F0187,148,martha stewart and imclone,148_Q04343_401_1.jpg,148_Q04343_401_2.jpg,148_Q04343_401_3.jpg,148_Q00394_851_1.jpg,148_Q00394_851_2.jpg,148_Q00394_851_3.jpg,148_Q03146_3052_1.jpg,148_Q03146_3052_2.jpg,148_Q03146_3052_3.jpg,148_Q04344_402_1.jpg,148_Q04344_402_2.jpg,148_Q04344_402_3.jpg,The user is not interested in learning about Martha Stewart's prison sentence for insider trading.
What are examples of the philosophy of Sun Tzu?,F0656,270,sun tzu,270_Q01254_1657_1.jpg,270_Q01254_1657_2.jpg,270_Q01254_1657_3.jpg,270_Q04163_221_1.jpg,270_Q04163_221_2.jpg,270_Q04163_221_3.jpg,270_Q01177_3174_1.jpg,270_Q01177_3174_2.jpg,270_Q01177_3174_3.jpg,270_Q03044_2981_1.jpg,270_Q03044_2981_2.jpg,270_Q03044_2981_3.jpg,"The user is seeking information related to a subject other than the author of ""The Art of War."""
How do I reserve the Orange County Convention Center for an event?,F0820,41,orange county convention center,41_Q01100_678_1.jpg,41_Q01100_678_2.jpg,41_Q01100_678_3.jpg,41_Q01583_597_1.jpg,41_Q01583_597_2.jpg,41_Q01583_597_3.jpg,41_Q05074_1132_1.jpg,41_Q05074_1132_2.jpg,41_Q05074_1132_3.jpg,41_Q05077_1135_1.jpg,41_Q05077_1135_2.jpg,41_Q05077_1135_3.jpg,Not interested in finding things to do around the area.
Find tips on grilling fish.,F0244,160,grilling,160_Q02432_3898_1.jpg,160_Q02432_3898_2.jpg,160_Q02432_3898_3.jpg,160_Q05041_1099_1.jpg,160_Q05041_1099_2.jpg,160_Q05041_1099_3.jpg,160_Q00844_2841_1.jpg,160_Q00844_2841_2.jpg,160_Q00844_2841_3.jpg,160_Q05044_1102_1.jpg,160_Q05044_1102_2.jpg,160_Q05044_1102_3.jpg,The user is not interested in cookbooks for grilling.
Find attachments for bobcat tractors.,F0973,77,bobcat,77_Q03613_2881_1.jpg,77_Q03613_2881_2.jpg,77_Q03613_2881_3.jpg,77_Q00585_3084_1.jpg,77_Q00585_3084_2.jpg,77_Q00585_3084_3.jpg,77_Q04821_879_1.jpg,77_Q04821_879_2.jpg,77_Q04821_879_3.jpg,77_Q03751_60_1.jpg,77_Q03751_60_2.jpg,77_Q03751_60_3.jpg,No intent.
How much does internet phone service cost?,F0369,188,internet phone service,188_Q02143_1959_1.jpg,188_Q02143_1959_2.jpg,188_Q02143_1959_3.jpg,188_Q03031_694_1.jpg,188_Q03031_694_2.jpg,188_Q03031_694_3.jpg,188_Q03493_3311_1.jpg,188_Q03493_3311_2.jpg,188_Q03493_3311_3.jpg,188_Q01657_3224_1.jpg,188_Q01657_3224_2.jpg,188_Q01657_3224_3.jpg,Not interested in internet phone service providers.
Find a map for the Indiana State Fairgrounds.,F0404,198,indiana state fairgrounds,198_Q01597_1420_1.jpg,198_Q01597_1420_2.jpg,198_Q01597_1420_3.jpg,198_Q05138_1196_1.jpg,198_Q05138_1196_2.jpg,198_Q05138_1196_3.jpg,198_Q00138_304_1.jpg,198_Q00138_304_2.jpg,198_Q00138_304_3.jpg,198_Q05136_1194_1.jpg,198_Q05136_1194_2.jpg,198_Q05136_1194_3.jpg,No specific intent was indicated.
What are the treatments for altitude sickness?,F0756,297,altitude sickness,297_Q01094_1317_1.jpg,297_Q01094_1317_2.jpg,297_Q01094_1317_3.jpg,297_Q04660_718_1.jpg,297_Q04660_718_2.jpg,297_Q04660_718_3.jpg,297_Q04661_719_1.jpg,297_Q04661_719_2.jpg,297_Q04661_719_3.jpg,297_Q04659_717_1.jpg,297_Q04659_717_2.jpg,297_Q04659_717_3.jpg,The user is not interested in seeking information about symptoms.
What is a 403b plan?,F0201,151,403b,151_Q04004_62_1.jpg,151_Q04004_62_2.jpg,151_Q04004_62_3.jpg,151_Q01370_3437_1.jpg,151_Q01370_3437_2.jpg,151_Q01370_3437_3.jpg,151_Q04008_66_1.jpg,151_Q04008_66_2.jpg,151_Q04008_66_3.jpg,151_Q03896_3429_1.jpg,151_Q03896_3429_2.jpg,151_Q03896_3429_3.jpg,The user is not interested in the fees associated with a 403B.
When did flowering plants first appear?,F0750,294,flowering plants,294_Q00250_111_1.jpg,294_Q00250_111_2.jpg,294_Q00250_111_3.jpg,294_Q02507_3896_1.jpg,294_Q02507_3896_2.jpg,294_Q02507_3896_3.jpg,294_Q04367_425_1.jpg,294_Q04367_425_2.jpg,294_Q04367_425_3.jpg,294_Q02751_1401_1.jpg,294_Q02751_1401_2.jpg,294_Q02751_1401_3.jpg,The user wants to clarify their interest.
Who sells ground beef with pink slime in it?,F0760,299,pink slime in ground beef,299_Q02265_1230_1.jpg,299_Q02265_1230_2.jpg,299_Q02265_1230_3.jpg,299_Q04756_814_1.jpg,299_Q04756_814_2.jpg,299_Q04756_814_3.jpg,299_Q01438_1829_1.jpg,299_Q01438_1829_2.jpg,299_Q01438_1829_3.jpg,299_Q03149_681_1.jpg,299_Q03149_681_2.jpg,299_Q03149_681_3.jpg,The user prefers not to discuss that topic.
Find information about joint pain and how to treat it.,F0997,82,joints,82_Q00028_2537_1.jpg,82_Q00028_2537_2.jpg,82_Q00028_2537_3.jpg,82_Q00056_122_1.jpg,82_Q00056_122_2.jpg,82_Q00056_122_3.jpg,82_Q04052_110_1.jpg,82_Q04052_110_2.jpg,82_Q04052_110_3.jpg,82_Q04049_107_1.jpg,82_Q04049_107_2.jpg,82_Q04049_107_3.jpg,The user is interested in comprehensive information about a condition and its remedies.
Who got an Academy Award nomination for Doctor Zhivago?,F0447,208,doctor zhivago,208_Q04313_371_1.jpg,208_Q04313_371_2.jpg,208_Q04313_371_3.jpg,208_Q04312_370_1.jpg,208_Q04312_370_2.jpg,208_Q04312_370_3.jpg,208_Q02122_1072_1.jpg,208_Q02122_1072_2.jpg,208_Q02122_1072_3.jpg,208_Q01279_1726_1.jpg,208_Q01279_1726_2.jpg,208_Q01279_1726_3.jpg,Explore other viewing options or preferences.
"""Find commentary on Sun Tzu's """"The Art of War"""".""",F0653,270,sun tzu,270_Q03497_3037_1.jpg,270_Q03497_3037_2.jpg,270_Q03497_3037_3.jpg,270_Q01177_3174_1.jpg,270_Q01177_3174_2.jpg,270_Q01177_3174_3.jpg,270_Q04162_220_1.jpg,270_Q04162_220_2.jpg,270_Q04162_220_3.jpg,270_Q03778_1059_1.jpg,270_Q03778_1059_2.jpg,270_Q03778_1059_3.jpg,The user is not seeking information about someone's ethnicity.
What are hardware options for a raspberry pi?,F0420,201,raspberry pi,201_Q02348_3706_1.jpg,201_Q02348_3706_2.jpg,201_Q02348_3706_3.jpg,201_Q01484_2405_1.jpg,201_Q01484_2405_2.jpg,201_Q01484_2405_3.jpg,201_Q03847_2217_1.jpg,201_Q03847_2217_2.jpg,201_Q03847_2217_3.jpg,201_Q01558_1659_1.jpg,201_Q01558_1659_2.jpg,201_Q01558_1659_3.jpg,The user is not interested in discussing operating systems for Raspberry Pi.
What hair dye options should be considered during pregnancy?,F0537,233,hair dye,233_Q01784_118_1.jpg,233_Q01784_118_2.jpg,233_Q01784_118_3.jpg,233_Q05059_1117_1.jpg,233_Q05059_1117_2.jpg,233_Q05059_1117_3.jpg,233_Q03159_2206_1.jpg,233_Q03159_2206_2.jpg,233_Q03159_2206_3.jpg,233_Q02711_701_1.jpg,233_Q02711_701_2.jpg,233_Q02711_701_3.jpg,User is not considering specific brands at this time.
Find a synopsis of Doctor Zhivago.,F0446,208,doctor zhivago,208_Q03555_2131_1.jpg,208_Q03555_2131_2.jpg,208_Q03555_2131_3.jpg,208_Q00158_3202_1.jpg,208_Q00158_3202_2.jpg,208_Q00158_3202_3.jpg,208_Q04315_373_1.jpg,208_Q04315_373_2.jpg,208_Q04315_373_3.jpg,208_Q02248_2328_1.jpg,208_Q02248_2328_2.jpg,208_Q02248_2328_3.jpg,The user is not expressing an interest in learning about the Russian Civil War.
"""What songs were sung on """"Mister Rogers' Neighborhood""""?""",F0689,278,mister rogers,278_Q00467_1292_1.jpg,278_Q00467_1292_2.jpg,278_Q00467_1292_3.jpg,278_Q03258_963_1.jpg,278_Q03258_963_2.jpg,278_Q03258_963_3.jpg,278_Q04470_528_1.jpg,278_Q04470_528_2.jpg,278_Q04470_528_3.jpg,278_Q00488_1611_1.jpg,278_Q00488_1611_2.jpg,278_Q00488_1611_3.jpg,Not interested in the Mister Rogers movie.
Find famous quotes from Shakespeare's plays.,F0947,70,to be or not to be that is the question,70_Q05026_1084_1.jpg,70_Q05026_1084_2.jpg,70_Q05026_1084_3.jpg,70_Q02330_951_1.jpg,70_Q02330_951_2.jpg,70_Q02330_951_3.jpg,70_Q05023_1081_1.jpg,70_Q05023_1081_2.jpg,70_Q05023_1081_3.jpg,70_Q00484_2765_1.jpg,70_Q00484_2765_2.jpg,70_Q00484_2765_3.jpg,Not interested in quotes from Romeo and Juliet.
Find pictures of Barrett's Esophagus.,F0602,254,barrett's esophagus,254_Q03668_2764_1.jpg,254_Q03668_2764_2.jpg,254_Q03668_2764_3.jpg,254_Q03431_1159_1.jpg,254_Q03431_1159_2.jpg,254_Q03431_1159_3.jpg,254_Q03352_3863_1.jpg,254_Q03352_3863_2.jpg,254_Q03352_3863_3.jpg,254_Q05603_1661_1.jpg,254_Q05603_1661_2.jpg,254_Q05603_1661_3.jpg,The user is not interested in knowing the causes.
Find reviews of the book The Secret Garden.,F0826,43,the secret garden,43_Q00213_2293_1.jpg,43_Q00213_2293_2.jpg,43_Q00213_2293_3.jpg,43_Q04213_271_1.jpg,43_Q04213_271_2.jpg,43_Q04213_271_3.jpg,43_Q02825_1774_1.jpg,43_Q02825_1774_2.jpg,43_Q02825_1774_3.jpg,43_Q04214_272_1.jpg,43_Q04214_272_2.jpg,43_Q04214_272_3.jpg,Learn about topics other than gardening.
Where is tornado alley?,F0638,265,F5 tornado,265_Q02665_3378_1.jpg,265_Q02665_3378_2.jpg,265_Q02665_3378_3.jpg,265_Q04359_417_1.jpg,265_Q04359_417_2.jpg,265_Q04359_417_3.jpg,265_Q03913_2675_1.jpg,265_Q03913_2675_2.jpg,265_Q03913_2675_3.jpg,265_Q02989_1935_1.jpg,265_Q02989_1935_2.jpg,265_Q02989_1935_3.jpg,The user wants to see videos of F5 tornadoes.
Find information about penguins.,F0893,58,penguins,58_Q00121_2853_1.jpg,58_Q00121_2853_2.jpg,58_Q00121_2853_3.jpg,58_Q04172_230_1.jpg,58_Q04172_230_2.jpg,58_Q04172_230_3.jpg,58_Q01954_3197_1.jpg,58_Q01954_3197_2.jpg,58_Q01954_3197_3.jpg,58_Q02463_2912_1.jpg,58_Q02463_2912_2.jpg,58_Q02463_2912_3.jpg,The user is not interested in a specific type of penguin.
Find information about joints in the human body.,F0995,82,joints,82_Q01329_2135_1.jpg,82_Q01329_2135_2.jpg,82_Q01329_2135_3.jpg,82_Q04049_107_1.jpg,82_Q04049_107_2.jpg,82_Q04049_107_3.jpg,82_Q03387_3244_1.jpg,82_Q03387_3244_2.jpg,82_Q03387_3244_3.jpg,82_Q01145_1969_1.jpg,82_Q01145_1969_2.jpg,82_Q01145_1969_3.jpg,The user is seeking clarification on a topic related to either the human body or a mechanical part.
Find information about iron deficiencies.,F0883,55,iron,55_Q05359_1417_1.jpg,55_Q05359_1417_2.jpg,55_Q05359_1417_3.jpg,55_Q02081_3312_1.jpg,55_Q02081_3312_2.jpg,55_Q02081_3312_3.jpg,55_Q03511_1252_1.jpg,55_Q03511_1252_2.jpg,55_Q03511_1252_3.jpg,55_Q01550_964_1.jpg,55_Q01550_964_2.jpg,55_Q01550_964_3.jpg,The user is not interested in discussing iron sizes.
Do carpenter bees sting?,F0623,259,carpenter bee,259_Q03488_252_1.jpg,259_Q03488_252_2.jpg,259_Q03488_252_3.jpg,259_Q02178_2857_1.jpg,259_Q02178_2857_2.jpg,259_Q02178_2857_3.jpg,259_Q01120_3087_1.jpg,259_Q01120_3087_2.jpg,259_Q01120_3087_3.jpg,259_Q02485_1499_1.jpg,259_Q02485_1499_2.jpg,259_Q02485_1499_3.jpg,Not interested in learning about protecting wood from carpenter bees.
Where is tornado alley?,F0638,265,F5 tornado,265_Q04358_416_1.jpg,265_Q04358_416_2.jpg,265_Q04358_416_3.jpg,265_Q02532_1932_1.jpg,265_Q02532_1932_2.jpg,265_Q02532_1932_3.jpg,265_Q02550_1400_1.jpg,265_Q02550_1400_2.jpg,265_Q02550_1400_3.jpg,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,Not interested in measuring an F5 tornado.
What solar water fountains are available for bird baths.,F0493,218,solar water fountains,218_Q00239_490_1.jpg,218_Q00239_490_2.jpg,218_Q00239_490_3.jpg,218_Q01089_275_1.jpg,218_Q01089_275_2.jpg,218_Q01089_275_3.jpg,218_Q02179_2377_1.jpg,218_Q02179_2377_2.jpg,218_Q02179_2377_3.jpg,218_Q05289_1347_1.jpg,218_Q05289_1347_2.jpg,218_Q05289_1347_3.jpg,Understanding other garden water features.
What diet should a person with Wilson's disease follow?,F0668,273,wilson's disease,273_Q04966_1024_1.jpg,273_Q04966_1024_2.jpg,273_Q04966_1024_3.jpg,273_Q02398_3750_1.jpg,273_Q02398_3750_2.jpg,273_Q02398_3750_3.jpg,273_Q02849_3468_1.jpg,273_Q02849_3468_2.jpg,273_Q02849_3468_3.jpg,273_Q02725_1084_1.jpg,273_Q02725_1084_2.jpg,273_Q02725_1084_3.jpg,The user is not currently considering learning about the treatment of Wilson's Disease.
What is the relationship between Wilson's disease and zinc?,F0667,273,wilson's disease,273_Q00306_865_1.jpg,273_Q00306_865_2.jpg,273_Q00306_865_3.jpg,273_Q03507_2471_1.jpg,273_Q03507_2471_2.jpg,273_Q03507_2471_3.jpg,273_Q01096_87_1.jpg,273_Q01096_87_2.jpg,273_Q01096_87_3.jpg,273_Q02764_3281_1.jpg,273_Q02764_3281_2.jpg,273_Q02764_3281_3.jpg,The user is not interested in learning when the disease was discovered.
How do you cook dried cannellini beans?,F0561,242,cannellini beans,242_Q04642_700_1.jpg,242_Q04642_700_2.jpg,242_Q04642_700_3.jpg,242_Q00965_2430_1.jpg,242_Q00965_2430_2.jpg,242_Q00965_2430_3.jpg,242_Q03616_333_1.jpg,242_Q03616_333_2.jpg,242_Q03616_333_3.jpg,242_Q04644_702_1.jpg,242_Q04644_702_2.jpg,242_Q04644_702_3.jpg,Not specified.
Is pink slime used in school lunches?,F0764,299,pink slime in ground beef,299_Q03911_1586_1.jpg,299_Q03911_1586_2.jpg,299_Q03911_1586_3.jpg,299_Q02263_2175_1.jpg,299_Q02263_2175_2.jpg,299_Q02263_2175_3.jpg,299_Q02293_2647_1.jpg,299_Q02293_2647_2.jpg,299_Q02293_2647_3.jpg,299_Q00783_3605_1.jpg,299_Q00783_3605_2.jpg,299_Q00783_3605_3.jpg,The user is not interested in watching videos on how things are made.
Find recall notices for the Bowflex Power Pro.,F0105,124,bowflex power pro,124_Q03981_39_1.jpg,124_Q03981_39_2.jpg,124_Q03981_39_3.jpg,124_Q03760_3886_1.jpg,124_Q03760_3886_2.jpg,124_Q03760_3886_3.jpg,124_Q03884_153_1.jpg,124_Q03884_153_2.jpg,124_Q03884_153_3.jpg,124_Q03978_36_1.jpg,124_Q03978_36_2.jpg,124_Q03978_36_3.jpg,Not interested in bowflex power pro XTL or leg attachment.
Find information about Purdue University sports program.,F0516,225,black and gold,225_Q00888_290_1.jpg,225_Q00888_290_2.jpg,225_Q00888_290_3.jpg,225_Q00382_2865_1.jpg,225_Q00382_2865_2.jpg,225_Q00382_2865_3.jpg,225_Q02396_175_1.jpg,225_Q02396_175_2.jpg,225_Q02396_175_3.jpg,225_Q04516_574_1.jpg,225_Q04516_574_2.jpg,225_Q04516_574_3.jpg,The intent is unclear.
